;cam:dataFim;cam:dataInicio;cam:descricaoCausaFimExercicio;cam:idCadastroParlamentarAnterior;cam:idCausaFimExercicio;cam:siglaUFRepresentacao;cam:situacaoExercicio;org:hasMember;org:role;slp:resource_uri_x;cam:dataFalecimento;cam:dataNascimento;cam:email;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;cam:nomeProfissao;cam:sexo;slp:old_resource_uri;slp:resource_uri_y
10;;2015-02-01;;;;AL;Titular;40afd7c8-be57-406f-9c97-059d9987290f;b27beba7-ca02-4041-a9e0-1793bcd141fe;a1eef746-f706-4c99-ba2e-bf69ccc56bb4;;1969-06-25;dep.arthurlira@camara.gov.br;160541;ARTHUR CÉSAR PEREIRA DE LIRA;ARTHUR LIRA;;M;40e0f7ef3222b01fb15dfe1d9227e652;40afd7c8-be57-406f-9c97-059d9987290f
11;;2015-02-01;;;;PA;Titular;7a5c4234-de71-46f9-9834-37f48e4c8d64;b27beba7-ca02-4041-a9e0-1793bcd141fe;2d2bf166-7dfd-42dc-b540-cdb9f4d1ce79;;1944-10-05;dep.elcionebarbalho@camara.gov.br;74075;ELCIONE THEREZINHA ZAHLUTH BARBALHO;ELCIONE BARBALHO;;F;01d43219370d9829d129f3137ca3ce9e;7a5c4234-de71-46f9-9834-37f48e4c8d64
12;;2015-02-01;;;;PE;Titular;aef0eb5b-a793-4f4b-bf3a-42096fb8ccc3;b27beba7-ca02-4041-a9e0-1793bcd141fe;0df634f1-3551-44a7-a9c1-34f1c1229e20;;1942-08-23;dep.jarbasvasconcelos@camara.gov.br;131943;Jarbas de Andrade Vasconcelos;JARBAS VASCONCELOS;Advogado(a), Funcionário Público;M;27cb858867fc9c7dda1840755c51bf94;aef0eb5b-a793-4f4b-bf3a-42096fb8ccc3
13;;2015-02-01;;;;MG;Titular;ef6781c2-00a1-4c53-a76b-05a01876f805;b27beba7-ca02-4041-a9e0-1793bcd141fe;b5dcff38-fc79-435f-a6f7-bd60199fa9c7;;1963-06-08;dep.bilacpinto@camara.gov.br;141513;OLAVO BILAC PINTO NETO;BILAC PINTO;;M;9d5c32a8d1f92749308762291ccc4c7d;ef6781c2-00a1-4c53-a76b-05a01876f805
14;;2015-02-01;;;;RS;Titular;b7d76435-d5b7-493c-ab28-3961760ed973;b27beba7-ca02-4041-a9e0-1793bcd141fe;b573f570-98a2-48a1-bac0-69252b5f6400;;1964-09-21;dep.marcon@camara.gov.br;160535;DIONILSO MATEUS MARCON;MARCON;;M;eb86fee0ed47469617e3579a47b76730;b7d76435-d5b7-493c-ab28-3961760ed973
15;;2015-02-01;;;;RS;Titular;ce1c6b77-2313-42ba-9b6e-94c9f638853a;b27beba7-ca02-4041-a9e0-1793bcd141fe;b845e696-17e6-4375-8300-8d3c349da515;;1962-04-21;dep.joseotaviogermano@camara.gov.br;74395;JOSÉ OTÁVIO GERMANO;JOSÉ OTÁVIO GERMANO;;M;48e8d2be8346c694e1e45aab39816214;ce1c6b77-2313-42ba-9b6e-94c9f638853a
16;;2015-02-01;;;;SE;Titular;83439374-5e2c-44ef-96df-23695c7f567e;b27beba7-ca02-4041-a9e0-1793bcd141fe;2b08efe6-8562-430f-ab51-c4862464ed91;;1972-02-23;dep.andremoura@camara.gov.br;160543;ANDRÉ LUIS DANTAS FERREIRA;ANDRE MOURA;;M;73ca0003db34528d6b7d9ab7b98d17a9;83439374-5e2c-44ef-96df-23695c7f567e
17;;2015-02-01;;;;BA;Titular;7064854e-be7e-4969-8d50-062fbfc74dff;b27beba7-ca02-4041-a9e0-1793bcd141fe;b47439ae-4747-4668-9311-d6fa4948cf11;;1964-08-17;dep.arthuroliveiramaia@camara.gov.br;160600;ARTHUR DE OLIVEIRA MAIA DA SILVA;ARTHUR OLIVEIRA MAIA;;M;3f8ff039f2cb68fb2af9f0e0b67e39c0;7064854e-be7e-4969-8d50-062fbfc74dff
18;;2015-02-01;;;;MT;Titular;7637c722-27db-4b98-bc8d-cb84815a0dc1;b27beba7-ca02-4041-a9e0-1793bcd141fe;d56de82c-98f6-46d7-99db-ec3b2fa2671e;;1941-11-04;dep.carlosbezerra@camara.gov.br;141401;CARLOS GOMES BEZERRA;CARLOS BEZERRA;Advogado(a), Industrial, Professor(a);M;ca1095b82e63c9701d301b0fcad17496;7637c722-27db-4b98-bc8d-cb84815a0dc1
19;;2015-02-01;;;;MG;Titular;f6477ad1-03b7-45df-a182-418995ff87c4;b27beba7-ca02-4041-a9e0-1793bcd141fe;21c0d510-1cb3-48f7-a351-f182db68ec1e;;1960-04-23;dep.toninhopinheiro@camara.gov.br;160611;ANTÔNIO PINHEIRO JÚNIOR;TONINHO PINHEIRO;;M;59732fedb7130006ba5a754ae6afef07;f6477ad1-03b7-45df-a182-418995ff87c4
20;;2015-02-01;;;;SP;Titular;5b173fd3-6bba-4772-87c5-07ceec0e7724;b27beba7-ca02-4041-a9e0-1793bcd141fe;3ab09c36-5b3c-4775-9918-46fbd4510125;;1956-08-20;dep.celsorussomanno@camara.gov.br;73441;CELSO UBIRAJARA RUSSOMANNO;CELSO RUSSOMANNO;Apresentador de Televisão, Repórter;M;4f5fc3ebe8e362077f3b5e114baf071b;5b173fd3-6bba-4772-87c5-07ceec0e7724
21;;2015-02-01;;;;SP;Titular;20ed7da1-0933-49e8-89a3-23aa02407194;b27beba7-ca02-4041-a9e0-1793bcd141fe;182fdac6-4bfa-46ce-8573-ae841429bd62;;1956-12-11;dep.missionariojoseolimpio@camara.gov.br;160561;JOSÉ OLIMPIO SILVEIRA MORAES;MISSIONÁRIO JOSÉ OLIMPIO;Comerciante;M;ac075a35de2f796a91fd1b249447a45c;20ed7da1-0933-49e8-89a3-23aa02407194
22;;2015-02-01;;;;CE;Titular;ebd6920d-84a9-424e-b6e3-16219d908453;b27beba7-ca02-4041-a9e0-1793bcd141fe;3367e78e-c104-4586-9448-9fe72d4a7fc0;;1957-06-03;dep.leonidascristino@camara.gov.br;74299;JOSÉ LEÔNIDAS DE MENEZES CRISTINO;LEÔNIDAS CRISTINO;Engenheiro Civil;M;1171838345ed269733f05d07a6f49149;ebd6920d-84a9-424e-b6e3-16219d908453
23;;2015-02-01;;;;SP;Titular;1a428fb8-2fd2-4ed5-b7b6-206289eef124;b27beba7-ca02-4041-a9e0-1793bcd141fe;d2ec0c56-7aeb-469f-9ce9-c190c5c67a3e;;1963-08-22;dep.anaperugini@camara.gov.br;178973;ANA LUCIA LIPPAUS PERUGINI;ANA PERUGINI;Advogado(a);F;fedca07d26773ad1725b941337c1674d;1a428fb8-2fd2-4ed5-b7b6-206289eef124
24;;2015-02-01;;;;MG;Titular;dcdf0df7-dacb-46a4-80b5-b1e2d2b14958;b27beba7-ca02-4041-a9e0-1793bcd141fe;fdb74723-e3f9-4cbc-9904-bdd83eda63ae;;1967-02-28;dep.padrejoao@camara.gov.br;160556;JOÃO CARLOS SIQUEIRA;PADRE JOÃO;Sacerdote Católico;M;5795d3354a6b3266439b04b5fc786081;dcdf0df7-dacb-46a4-80b5-b1e2d2b14958
25;;2015-02-01;;;;GO;Titular;f40224d8-0318-4a48-9cf5-5eba74cae080;b27beba7-ca02-4041-a9e0-1793bcd141fe;d428955c-5f28-4ea8-8ed4-83aca8992690;;1969-04-26;dep.flaviamorais@camara.gov.br;160598;FLÁVIA CARREIRO ALBUQUERQUE MORAIS;FLÁVIA MORAIS;;F;d70a34bd021e5a634e93d659d03414b9;f40224d8-0318-4a48-9cf5-5eba74cae080
26;;2015-02-01;;;;DF;Titular;09227dec-b175-48b0-978c-43160d550d68;b27beba7-ca02-4041-a9e0-1793bcd141fe;05cdfa0c-1874-4eed-955d-d8e1f320a93a;;1954-05-01;dep.laertebessa@camara.gov.br;141478;LAERTE RODRIGUES DE BESSA;LAERTE BESSA;Delegado de Polícia;M;93efa5159f0e5794c33cb048766ffd33;09227dec-b175-48b0-978c-43160d550d68
27;;2015-02-01;;;;BA;Titular;01ca2637-858f-4c94-9885-a65527c10b68;b27beba7-ca02-4041-a9e0-1793bcd141fe;b289e001-60aa-4a01-8118-d71a12aa3024;;1948-08-18;dep.joserocha@camara.gov.br;74554;JOSÉ ALVES ROCHA;JOSÉ ROCHA;;M;5b7663f198b9861036cff99e06eda725;01ca2637-858f-4c94-9885-a65527c10b68
28;;2015-02-01;;;;AL;Titular;77ef03a2-32e4-48f6-a8b3-5efd1b19d2d6;b27beba7-ca02-4041-a9e0-1793bcd141fe;a7d813aa-3ecb-4050-a6af-e54310477128;;1985-05-01;dep.pedrovilela@camara.gov.br;178844;PEDRO TORRES BRANDÃO VILELA;PEDRO VILELA;;M;292d00739463e6f16f33c9a0952fe2d7;77ef03a2-32e4-48f6-a8b3-5efd1b19d2d6
29;;2015-02-01;;;;RN;Titular;9cafa891-53fd-424a-aeb0-e82c0161a045;b27beba7-ca02-4041-a9e0-1793bcd141fe;2454e7b9-6794-4eeb-977a-a74cffccbcac;;1986-08-15;dep.rafaelmotta@camara.gov.br;178951;RAFAEL HUETE DA MOTTA;RAFAEL MOTTA;Engenheiro;M;0c5740f1d9ed497f26110b7c1fc7d69a;9cafa891-53fd-424a-aeb0-e82c0161a045
30;;2015-02-01;;;;BA;Titular;f25598a4-8e2d-4a7a-8b77-945f0062b100;b27beba7-ca02-4041-a9e0-1793bcd141fe;947a213a-ed0d-4bfd-9320-bb1e0826dac6;;1972-10-08;dep.joaocarlosbacelar@camara.gov.br;141458;JOÃO CARLOS PAOLILO BACELAR FILHO;JOÃO CARLOS BACELAR;;M;0917e4b2f68484bc096cf9c3c982fa1a;f25598a4-8e2d-4a7a-8b77-945f0062b100
31;;2015-02-01;;;;AM;Titular;dd2c96f0-ee44-457d-9399-55cf9987fda0;b27beba7-ca02-4041-a9e0-1793bcd141fe;854d777e-b1be-4dad-abf3-f694855cf497;;1952-05-05;dep.alfredonascimento@camara.gov.br;178846;ALFREDO PEREIRA DO NASCIMENTO;ALFREDO NASCIMENTO;;M;d055efff4340e81fefc8c37c690a89ea;dd2c96f0-ee44-457d-9399-55cf9987fda0
32;;2015-02-01;;;;SP;Titular;314145bf-29aa-4bb5-8439-028de88acef3;b27beba7-ca02-4041-a9e0-1793bcd141fe;21be2838-f809-4a20-98ea-125e19717b55;;1982-04-15;dep.renataabreu@camara.gov.br;178989;RENATA HELLMEISTER DE ABREU;RENATA ABREU;Advogado(a), Empresária;F;22347716fddeb5d6a78ce94b0f820b08;314145bf-29aa-4bb5-8439-028de88acef3
33;;2015-02-01;;;;PB;Titular;d81e517c-81ba-41d3-96e6-e9a67c8533f9;b27beba7-ca02-4041-a9e0-1793bcd141fe;11f8218b-6c4e-42bd-96d5-b37479aa01fb;;1965-03-19;dep.romulogouveia@camara.gov.br;141536;RÔMULO JOSÉ DE GOUVEIA;RÔMULO GOUVEIA;Servidor Público;M;30d32aadb75667abeca1390079687537;d81e517c-81ba-41d3-96e6-e9a67c8533f9
34;;2015-02-01;;;;CE;Titular;e1ed3360-09f3-4b2b-8a2a-9de14de70e8d;b27beba7-ca02-4041-a9e0-1793bcd141fe;8773544e-2fcc-4e63-87aa-235095fcb706;;1971-02-16;dep.cabosabino@camara.gov.br;178865;FLAVIO ALVES SABINO;CABO SABINO;Corretor de Imóveis;M;e66e2b4c0a202b035b1ceb5db24bb1f7;e1ed3360-09f3-4b2b-8a2a-9de14de70e8d
35;;2015-02-01;;;;RS;Titular;8d5cfc43-3832-4a72-86a2-8b475e681467;b27beba7-ca02-4041-a9e0-1793bcd141fe;904dd80e-eec4-4f76-b59c-a21a4d6ac1ff;;1960-06-23;dep.giovanicherini@camara.gov.br;160673;GIOVANI CHERINI;GIOVANI CHERINI;;M;4df58729c582e3ed71c5ec12d1e355a9;8d5cfc43-3832-4a72-86a2-8b475e681467
36;;2015-02-01;;;;BA;Titular;6b97cad1-faf2-4109-acfd-c69ecb073c26;b27beba7-ca02-4041-a9e0-1793bcd141fe;7c6b4d22-d301-405a-ae2d-05f8977bddc7;;1944-12-21;dep.josecarlosaraujo@camara.gov.br;74140;JOSÉ CARLOS LEÃO DE ARAÚJO;JOSÉ CARLOS ARAÚJO;;M;ce7fcbd5f9ea3c755b39e597fed3f643;6b97cad1-faf2-4109-acfd-c69ecb073c26
37;;2015-02-01;;;;RJ;Titular;c24ab58f-8293-408c-9a0e-ef0b064f36af;b27beba7-ca02-4041-a9e0-1793bcd141fe;6c9b4256-0324-4716-a309-f32a1909d29b;;1968-05-26;dep.marcelomatos@camara.gov.br;76287;MARCELO VIVIANI GONÇALVES;MARCELO MATOS;;M;35e6d568220831e252347905fa973553;c24ab58f-8293-408c-9a0e-ef0b064f36af
38;;2015-02-01;;;;MG;Titular;6b1f5fba-6f3b-442c-927b-077392c03d66;b27beba7-ca02-4041-a9e0-1793bcd141fe;b14a4359-a608-476a-80bf-28d767cf42c2;;1960-03-21;dep.tenentelucio@camara.gov.br;178898;SERGIO LUCIO DE ALMEIDA;TENENTE LÚCIO;;M;a8d3775a32a2919d59c89b4113c5826e;6b1f5fba-6f3b-442c-927b-077392c03d66
39;;2015-02-01;;;;PR;Titular;4c82bc19-7d70-4b30-bc59-2eb0669fff8c;b27beba7-ca02-4041-a9e0-1793bcd141fe;5660ed5c-5545-4aa5-a71b-94e258315811;;1972-11-25;dep.sandroalex@camara.gov.br;160621;SANDRO ALEX CRUZ DE OLIVEIRA;SANDRO ALEX;;M;43fa649a92d563b6e2f6d4b4114b88f5;4c82bc19-7d70-4b30-bc59-2eb0669fff8c
40;;2015-02-01;;;;PB;Titular;03a3adb6-b694-4bfe-93ef-03b0b9890f01;b27beba7-ca02-4041-a9e0-1793bcd141fe;def2c940-37c0-4adb-8730-485e60e98f52;;1971-11-30;dep.benjaminmaranhao@camara.gov.br;74040;BENJAMIN GOMES MARANHÃO NETO;BENJAMIN MARANHÃO;;M;125b75b835bd3f45e3d9bc6535964b7d;03a3adb6-b694-4bfe-93ef-03b0b9890f01
41;;2015-02-01;;;;RS;Titular;29e65180-12cc-4baa-897c-4d270fd18819;b27beba7-ca02-4041-a9e0-1793bcd141fe;d5de64b9-2eee-4d30-9608-c7e4b698d956;;1950-09-14;dep.luiscarlosheinze@camara.gov.br;73483;LUIS CARLOS HEINZE;LUIS CARLOS HEINZE;;M;77dadc15f14d848bcab3b17b6f6cbef3;29e65180-12cc-4baa-897c-4d270fd18819
42;;2015-02-01;;;;RR;Titular;e3aed6fc-6f42-41a4-9903-2a206e280844;b27beba7-ca02-4041-a9e0-1793bcd141fe;489e0662-e81c-4912-a792-e2ec1eac5e55;;1949-06-15;dep.mariahelena@camara.gov.br;64960;MARIA HELENA VERONESE RODRIGUES;MARIA HELENA;Advogado(a), Professor(a);F;1a1e93bb7615021b7289497c85bb5800;e3aed6fc-6f42-41a4-9903-2a206e280844
43;;2015-02-01;;;;RJ;Titular;6122494e-a102-4557-aaf5-268b03601fe8;b27beba7-ca02-4041-a9e0-1793bcd141fe;9e5a10e8-dde9-4673-94ff-2b559e682703;;1976-03-30;dep.cabodaciolo@camara.gov.br;178938;BENEVENUTO DACIOLO FONSECA DOS SANTOS;CABO DACIOLO;Militar;M;d92143bd13ac5a61bdb8435581237303;6122494e-a102-4557-aaf5-268b03601fe8
44;;2015-02-01;;;;MG;Titular;062efde5-2793-4840-9d16-862a7de36941;b27beba7-ca02-4041-a9e0-1793bcd141fe;c51500ce-8fdc-41d4-97f1-e8f75d4f02b8;;1930-05-14;dep.bonifaciodeandrada@camara.gov.br;74650;BONIFÁCIO JOSÉ TAMM DE ANDRADA;BONIFÁCIO DE ANDRADA;;M;26aac1bb221d06549bcba1e5118ab112;062efde5-2793-4840-9d16-862a7de36941
45;;2015-02-01;;;;PE;Titular;6122385c-907d-4499-98be-e07013827ae1;b27beba7-ca02-4041-a9e0-1793bcd141fe;f0e8b06e-273d-4a67-a024-453cad266f8e;;1978-11-04;dep.danielcoelho@camara.gov.br;178916;DANIEL PIRES COELHO;DANIEL COELHO;Administrador;M;8dad2de3232de38fd6460e6fcbd73a5c;6122385c-907d-4499-98be-e07013827ae1
46;;2015-02-01;;;;RR;Titular;2a4173df-a72f-421b-ac42-85a8cd09c3f0;b27beba7-ca02-4041-a9e0-1793bcd141fe;693c8c81-a53e-4782-b621-0008ebcfa18b;;1962-03-29;dep.abelmesquitajr@camara.gov.br;178957;ABEL SALVADOR MESQUITA JUNIOR;ABEL MESQUITA JR.;Empresário;M;aed6224c8c381b6e184198948059bcca;2a4173df-a72f-421b-ac42-85a8cd09c3f0
47;;2015-02-01;;;;SP;Titular;b6b2f8dc-6fd7-41e7-a7c6-5041964a25d4;b27beba7-ca02-4041-a9e0-1793bcd141fe;ae532139-2cdf-4e16-8783-621291c32972;;1976-01-13;dep.elicorreafilho@camara.gov.br;160532;ADRIANO ELI CORRÊA;ELI CORRÊA FILHO;;M;c52c0c7115c9dd9f9bc58115c61187cc;b6b2f8dc-6fd7-41e7-a7c6-5041964a25d4
48;;2015-02-01;;;;SP;Titular;c5de0aa0-8cd1-48bd-8281-10a14746168a;b27beba7-ca02-4041-a9e0-1793bcd141fe;18a1d39b-9bfd-4167-ad88-5c57c609ca07;;1949-12-24;dep.arlindochinaglia@camara.gov.br;73433;ARLINDO CHIGNALIA JUNIOR;ARLINDO CHINAGLIA;;M;c236c68d1ab6e61ac05c549a06955732;c5de0aa0-8cd1-48bd-8281-10a14746168a
49;;2015-02-01;;;;MG;Titular;51de4975-7b17-4568-94c1-c837e70de3a1;b27beba7-ca02-4041-a9e0-1793bcd141fe;c5a6afa8-ef01-4c83-8b44-573f0a0f2932;;1976-03-03;dep.stefanoaguiar@camara.gov.br;92776;STEFANO AGUIAR DOS SANTOS;STEFANO AGUIAR;;M;2b8eb6f08b64f3a0863ccd893c909b31;51de4975-7b17-4568-94c1-c837e70de3a1
50;;2015-02-01;;;;SE;Titular;a13053fe-45ad-413a-9e2a-46ed429a0772;b27beba7-ca02-4041-a9e0-1793bcd141fe;6b53da6a-de69-4028-9c07-b94d33d8467b;;1967-08-22;dep.joaodaniel@camara.gov.br;178970;JOAO SOMARIVA DANIEL;JOÃO DANIEL;Agricultor;M;bfc3a21b04486f1f0d7689a8515bc3d2;a13053fe-45ad-413a-9e2a-46ed429a0772
51;;2015-02-01;;;;MG;Titular;05a45a2a-8576-4e9b-9c30-9450edcb3cd1;b27beba7-ca02-4041-a9e0-1793bcd141fe;e3eb6e1b-cd30-4fb7-8822-d4915be2ec2c;;1960-06-13;dep.marcuspestana@camara.gov.br;159238;MARCUS VINÍCIUS CAETANO PESTANA DA SILVA;MARCUS PESTANA;;M;74bfdec52533a202ad40d221cb3241e1;05a45a2a-8576-4e9b-9c30-9450edcb3cd1
52;;2015-02-01;;;;SP;Titular;4b3efd67-8ce4-4cf0-a3fa-e47a233b8d6a;b27beba7-ca02-4041-a9e0-1793bcd141fe;2ae5434f-94a4-4742-9ad1-280cb5eb4111;;1963-07-31;dep.niltotatto@camara.gov.br;178986;NILTO IGNACIO TATTO;NILTO TATTO;Coordenador de Projetos;M;2e07e35b882279afef34c75f28791234;4b3efd67-8ce4-4cf0-a3fa-e47a233b8d6a
53;;2015-02-01;;;;BA;Titular;20efe751-609b-46ea-8e5c-2cec3e93dcb7;b27beba7-ca02-4041-a9e0-1793bcd141fe;f3630497-4165-4b31-9c92-e0de5734933c;;1948-08-29;dep.benitogama@camara.gov.br;74535;BENITO DA GAMA SANTOS;BENITO GAMA;Economista, Professor(a);M;8e90e0a14ef7e9403b236adc00ecfebd;20efe751-609b-46ea-8e5c-2cec3e93dcb7
54;;2015-02-01;;;;PA;Titular;5aa14268-4bab-4f0b-a7d3-f54337164a35;b27beba7-ca02-4041-a9e0-1793bcd141fe;dfa9b29a-53d2-46c6-8366-26b4289b626f;;1958-11-30;dep.arnaldojordy@camara.gov.br;160602;ARNALDO JORDY FIGUEIREDO;ARNALDO JORDY;;M;6c94125b2b5cd1cede8ad11fc72708e7;5aa14268-4bab-4f0b-a7d3-f54337164a35
55;;2015-02-01;;;;SC;Titular;797c7b45-b498-4cc4-9d70-a48d6df50405;b27beba7-ca02-4041-a9e0-1793bcd141fe;a318f16e-6b8a-4c96-bea0-44600a8f743b;;1956-03-09;dep.ronaldobenedet@camara.gov.br;160515;RONALDO JOSÉ BENEDET;RONALDO BENEDET;;M;d1570b0766b275cf40068fab1026ac25;797c7b45-b498-4cc4-9d70-a48d6df50405
56;;2015-02-01;;;;MG;Titular;7d5a389d-8232-4d86-87cf-5b1ac52b4438;b27beba7-ca02-4041-a9e0-1793bcd141fe;1a25c71e-f3a6-4513-9d10-0f1120f897e3;;1962-05-31;dep.subtenentegonzaga@camara.gov.br;177282;LUIZ GONZAGA RIBEIRO;SUBTENENTE GONZAGA;;M;955c67745681dc7cff51f92335166159;7d5a389d-8232-4d86-87cf-5b1ac52b4438
57;;2015-02-01;;;;PI;Titular;6ce2d447-35e3-4a87-aa45-b9b7eef21c67;b27beba7-ca02-4041-a9e0-1793bcd141fe;15e00234-615f-4c75-ac16-3e988b86a8ba;;1937-03-23;dep.paeslandim@camara.gov.br;74319;JOSÉ FRANCISCO PAES LANDIM;PAES LANDIM;;M;b9bf2994bbbaf6fc25608e121f6250c5;6ce2d447-35e3-4a87-aa45-b9b7eef21c67
58;;2015-02-01;;;;PB;Titular;ac0ab8cf-9e5c-4039-88a3-db61b685c5f4;b27beba7-ca02-4041-a9e0-1793bcd141fe;8768c095-89de-4d6b-a778-c8132e83f2e6;;1989-08-10;dep.wilsonfilho@camara.gov.br;160636;JOSÉ WILSON SANTIAGO FILHO;WILSON FILHO;;M;25b43c4c7c9fb2b47c9ebec7df79b7b5;ac0ab8cf-9e5c-4039-88a3-db61b685c5f4
59;;2015-02-01;;;;RO;Titular;21eb7064-9f86-4026-8a5f-be2179325729;b27beba7-ca02-4041-a9e0-1793bcd141fe;f463b988-ad50-4c96-82da-1141a02fcb0c;;1969-10-18;dep.lindomargarcon@camara.gov.br;141483;LINDOMAR BARBOSA ALVES;LINDOMAR GARÇON;Comerciante;M;ae5ddd51306363fef703226135bef02b;21eb7064-9f86-4026-8a5f-be2179325729
60;;2015-02-01;;;;MG;Titular;460f04c4-8858-494b-aea6-95cf7c214284;b27beba7-ca02-4041-a9e0-1793bcd141fe;27578e8e-3621-41a5-b733-8aa1e41a82d5;;1971-07-23;dep.luistibe@camara.gov.br;160510;LUIS HENRIQUE DE OLIVEIRA RESENDE;LUIS TIBÉ;;M;0da6ce9a50001dfdc6ac318c1d62cbb1;460f04c4-8858-494b-aea6-95cf7c214284
61;;2015-02-01;;;;GO;Titular;0ffb645e-819a-4ae9-808d-535d5b27151b;b27beba7-ca02-4041-a9e0-1793bcd141fe;1187208e-744f-492d-98a5-9640215e2aa8;;1948-10-26;dep.magdamofatto@camara.gov.br;166402;MAGDA MOFATTO HON;MAGDA MOFATTO;;F;88d37f2042927958ccf5876896692a01;0ffb645e-819a-4ae9-808d-535d5b27151b
