person_resource_uri;ideCadastro
99e2cd799069cdcd75e2d4958a82ee38;73434
9d5c32a8d1f92749308762291ccc4c7d;141513
4601f420df86520ca073372c9ff6b036;74291
22ffd0a139769450d20defe555f7b5cd;193165
d1a600d1a5a5a968880a0ba710122553;159237
7925fc63ca78219d75eda048cb3e9636;178993
f920b94a5dba2041a84eba2b9b201cf0;141454
cde5e48f3f3d3a03a927e58864666e8f;74103
fe124745b4566522c84c066822f055b1;74213
5f916e54188bc05318af71a94b5f8702;160545
a1b4e1be75373eeee9e4bd632e38f885;178914
d1097cf919a265efa17310d33a8f65d4;178924
fc78e716ebf790d1e53bc25f898caf74;73458
49105dab3cfa5c9307a46b38eedec417;74833
85768e0331492457b015dfafeca64527;73579
16702149ae74ef50384b529c68f8c2c0;69871
bc77111f8fa874d4ce30c88bbf87e5d6;133439
5587a7302ed142fd3c6afacf056dfc4d;196359
ca1095b82e63c9701d301b0fcad17496;141401
5b49d0acc6bce9a0681020e8cd5a4d97;178891
7601bab2d81df06ad026445c9f4accde;178837
de9152db4694ebada93c83ea47e7c643;160559
f385acd8b8d64666bf44d417fb53ccdb;141383
e82f4f7b33df6acd462238263fa77842;178834
e66e2b4c0a202b035b1ceb5db24bb1f7;178865
734e8973b6fbcf0fc75fe93e28e52c9f;160530
5cc40832e037ae48672c6f8e3571cc3e;160589
a7525959d4e2812ebcd2bcebcff71081;141391
292752eeb282a9776ee443cf44b26bb7;178927
ecd7430dc9804803a538eca2100eb2ec;195143
d92143bd13ac5a61bdb8435581237303;178938
763cbe309ac7581476388a53524c117d;160527
df8ebb285a2b536f37b23d9886fc301e;160551
f9a952bca37424441f976f582eeba0dd;160512
fedca07d26773ad1725b941337c1674d;178973
6c94125b2b5cd1cede8ad11fc72708e7;160602
47b543dc3a294d53128adfe3add912bf;178962
4d5d3e6498d808f1a3e0916f33f525d5;160582
9c16da3d12257ebdbaa7b24fe51e5ec0;160538
5b1ac42089f2846f2b51452463c34e03;178847
50e7e01f15668cad2aa589c28d883e9f;74052
d4d31f7fb4c5e096bd6724ce681a14c8;178975
0619a608d90f2633bc0b259580c3b13e;133374
27a203d6f11354816ecef815bca66d84;73655
d734ba0e976ad4ae7ea818e58b9a0d7b;160553
fe89dffa250a3c5a416e387ffa9cfbde;178968
b70e29bff2f58e1fd864048e4beb5ec1;178864
a3035b1ff9dfbf723ac7addf141e29e4;178974
f5423abcf850afb27c1a7ccb42568e94;74212
d9fe6c0ed154f7ce3d3df6347364a2cd;105112
40e0f7ef3222b01fb15dfe1d9227e652;160541
3f8ff039f2cb68fb2af9f0e0b67e39c0;160600
24b59d74cbd2d06169557b5bbcdfcdf5;194261
61f3bb7a8e6bbe17e3988dad717d6f24;73584
34e4631eea70a67761e4696a341636c6;178958
d055efff4340e81fefc8c37c690a89ea;178846
26aac1bb221d06549bcba1e5118ab112;74650
ce6bd9c28bbfddce8f1bfecce219e0d5;178948
b12648455fa547b956c227b72dee0be4;178881
08800a06fe7b8aa9729dd02ed4de4aab;74571
109a32f34c2d6493352547d01e3ac1d4;73674
d8e02f3e991b05e1ec87cca8c1d735bb;178985
0c5740f1d9ed497f26110b7c1fc7d69a;178951
68eea86ef668e00a42268e42df984855;160655
f1531d63e571bb446bc3da25eb63b34c;73788
42f65a194015bd9f60eaadcd9737e989;160641
980a891d1e52bff1757ab5c34981b76f;160654
ac075a35de2f796a91fd1b249447a45c;160561
4697711dec20e79750412e6804146c05;171617
d0834c558ec848be7ee9b55a6ea5ef0f;74216
40237fd8ba4f54842d31f2f0ea506689;178896
22347716fddeb5d6a78ce94b0f820b08;178989
b683fed21bc97cfb97dee76415fe677c;73463
3894991ec381df75e50674602ed4b972;74160
1b3bc50dd4c412d9a82c652030d401cd;160639
43cc9637bd7f314d17a6c8c1fb2b3884;166401
ade0322e3c90073d633b8aacaaff79bb;160653
76806d1fc0f06eb5839dab8a1347f582;148134
6c1ea9d49ab4b1e9d83b165b04e19633;178997
68daee9ed1c1ee57bdb29f180b416adc;178960
00acaa3e43b8efb41156d11090aae8b4;160652
6a732b5f970f3c75cf38a679f019d8eb;178944
62afb7af540f7cf3c455b431591e0105;73692
fc367fb868f1f7bfee5758e8ea1e5f93;193982
6a8b265a2f7db33991a7e02e9cfff2ef;73486
64af346408a3a3f0c3d75755d4c68e84;80920
c7c90f4aad2c48feb992ea286d172032;88950
76cfe839d60b2d7ab9f1e8d7580818b1;152610
bf190400b9bb32449d7b7835c02e7522;74048
1544dee6b2f5f0a332fcd75161f2a5b9;74399
aaef52d2c640ffb6912bf6f9cdf3480c;193069
f0fe3d3d0d6ea4a8a1bb25f6825d45f2;195997
5055f193727d2166212763d456929b50;74095
292d00739463e6f16f33c9a0952fe2d7;178844
5795d3354a6b3266439b04b5fc786081;160556
2e07e35b882279afef34c75f28791234;178986
657abb02ed52ac2b3c88271820f8c39c;141516
cebd128b02a1771e02f5c4009d37e34a;74017
18a8b20e198e0e5a8429c4b1ffb13cae;141472
15754dd29511eaabb5109d237d93e485;74752
264dc4715ef9cad383026f602d0a419e;141535
7304fb172f798745a08fea6101b3b803;74457
321802179689ac978235e286f191088c;160604
e14d4c33a3437d7dc7f46acbe83181f0;178859
c40f74772204be0b6d834634b2015f02;195581
f6207ec8897459dbeecfdfac959b7b89;74449
c2dce304dd45feeba24c856a3d3ad621;74574
1e988ec5a4eb9a53b9c2ee3528ade31a;178998
571a46da68a2dd4cf64a8f5f761a033d;178920
48e1dcafc94c243655642a0c105dad57;170673
b9bf2994bbbaf6fc25608e121f6250c5;74319
6b7fccac6e139e1fa9c076b39292aa05;160558
bd52443cc735ff8fa931d0c2260c1105;141518
a6cc6e480bd8dfe43088fca8feb7a50c;73786
8a659559d8c3a014edded032a5884814;160517
eb520e835b1c5675604be36223e97a9a;178925
e53d0b6906ef9118b41a9b6a0ac420f4;194260
7c4089f77b6af4ffd4704087f632a555;74159
0c8dd49c92afceeec92df328c42b881b;74359
d8fdeba183719042bd5cddcd4607f014;74862
9c52673053a66cf7505ddae463a38bab;74352
3cd3a1580bf702ba923912032425884e;178895
2220e48ce42bc3e43edffe9b935ca9b4;74787
6fa5e0e3a1def8c1a9aa27ac5c181ebc;178840
f5c7de8b36b0eb1dea6e09760e7ae237;195278
30bdc0e62144df9389337ee77ccbfe94;141527
08e7e45b4c884b21445180d6dfd10c80;74400
ac237d700b586f3d6b6c8dd78137ea46;122158
ed3810b6254ad72ae8434b93d8408371;66179
c88400a8ce933b07cd36ce97b2c462ba;193726
4e3a3fb1ca46b5f33c874ca4d073b663;178897
569da6fd21c945e201bffde90386c4ba;180545
bbe5b72ef1b59ede478dbe63e7f76c19;141529
6f059c556ae39135ae9e016ec2b74458;160642
d756776bc56efce11d2fecee1f4855d0;178995
bf25e20c0be5f8f96911c6f79ddb7003;178868
ab2733ddd2e9f62c518f91d26fe620ca;141532
ada40d93efa40ad12c1f850c722514c5;141517
8e5d801e9f47c97089c5d3172176e2f6;132056
f67ba81ced6747dc5aaf2ad8101a1a0c;74812
3f27842bde17df44fd5466ddb4293a6b;178987
4167beb2862be52eeda4d9d94ae013d0;178860
898fe6600e18afd432299b80d37ff805;160601
739671de73474399cc69f42079074251;178912
010f1a0f5aa4c9648a4b6989644ceffb;141515
c181751762b857da07ffafd0112cfd5c;171620
5244b3585598ecab86e0e942680aa83c;160566
7f6c54b41a747618e71b5b31d6d3fc81;73781
ce192ddd042a47f1eeb12ba2ce416e65;141445
7ff2addbca73f387320ee0177a64d198;141531
1dd186dcd97d591dd15733e4be3bc488;178926
f6a39183d6ec6a2381117f8412fa7f67;73553
043d9f770ba0cd6119996a14927eec59;74751
f3f822f94289081103cbcfd081d60b9b;73805
00c0142ed0db09167efe6a3dd3522e02;74693
56f748cc8acf8cf2341ab3af19a4a753;160567
8f96cb1fec49dfa1358c7ffd9006f47a;141488
0b16c95ba09d515e61d7aa81dc09dc63;91208
106a0619c1bfa7f4bb3c2db3d4a7ac8b;74161
3d8c9996fc2e529c6a2c50d5506a56c7;146788
746bfc0ce9467dac36ab7bc4ef9411b1;141509
00c3bdd0737b450da9f35bc532e47623;141485
880451d9062b3861975e276c0e51e200;178802
075c8c8d2b619d144b1737e94bd55560;74177
db3a4ed05a88fd116a20568718cffaa2;178879
6075e2656ace7921d96c066dc9949a14;141480
eb86fee0ed47469617e3579a47b76730;160535
aa8bddf5d0e2cae0e6700f5932354224;178858
0813ea21188896b0fe638aae33028fdd;74253
ec1dd006836554159961a63a8c81e3a5;178954
4e611c127201f37507eb2e5e1461d3b4;74478
eea74c5760f313e17b071430ef02051e;141484
590547434f4f53a83d3b2c1c5821b518;188097
d73eb53527994b68120401ecdb74b55d;74235
5064f885a4b963b6f642b487c6b5211d;171619
2babd3af181a4ea8c24d50098ce11aa0;178867
98c8a66c718b2557ccb5b6016ae2bb8b;178942
b046e61e614a4d84e5d1ce2c917dfb1f;74470
64ef5702c6373204ada199f23dec9970;74158
0477ca3050c822e5b7326166839c6af3;141487
df4cde89822a6db150a7365ffb4f22e5;178827
77dadc15f14d848bcab3b17b6f6cbef3;73483
f6bf81384ac9974440e6a33306016d54;179000
2e516b9534ebdf8dfd4dd946d9d89c9d;178866
41ef4193015a9f85c59f503cbed8d307;74570
1171838345ed269733f05d07a6f49149;74299
335012f7b1ad011c94d53e2e98ee117c;178843
761a2f45c1264df4984d27b3746766a0;178955
ef1c91a895fb0b013d800b4000fd8242;150418
15b0c0db25954935f07116f5d3e83102;74784
2892a01c9e7f86df392c287436ca36cc;73778
f2853fa0fdbb8c2ee9ac74d5bc82001f;195826
2cde5c79f3c4ccef8630df8026faac11;162332
1134d44a2a74f23c335bdc1dde35f800;181315
5c41857d2163f5f424899fce07aabdc9;198198
ae5ddd51306363fef703226135bef02b;141483
5d0717f5e3d9a5d9ebfbe98d9f944d16;178918
74bfdec52533a202ad40d221cb3241e1;159238
93efa5159f0e5794c33cb048766ffd33;141478
8e63406af4a1ddc5c7fd4ff5d4e7e087;141562
110d04e6dcb06a0836b3a62bdb647522;178983
0ae2cd939ac4624efb8e52ed61134295;160565
f999faac64591c38b8b3d68781b686b4;141500
baa38f0a7dd2d566734ca4c738dbde33;178931
0798510429fc58dcf4986a01d813fdbb;124411
3fdec23ebaea8109310c274518508230;81366
e6f653b83460a5be82e20ec3f82e0d0e;178880
6d0d1ccd8ceab530cd2909822a0c0f68;178825
296285228e4e63b934d42cd34d944f6c;74428
8f6a3fcf2127e4f546e10d2d26d77c79;74156
6c8381f3a56dbbf4a47931ccc17580ca;74254
9cb847fc752a8d38de1771ccdfc1f93a;133373
d6dbb732217ddbbbb9d03e6e01e03a02;167722
1c045789376055d34a37e35425ea4da7;178852
1a2a8c12348380555e510d1e1b6e7de3;178943
1e20dc2c0a392615dfd151b740138cd5;151208
57c41ef21c00df4eafa73e73b5ecfe61;118594
11f9b717dc005fcb712a52ee0417fa40;160659
810c79be8397140899f4601970a523da;178899
26935d8759f5c2e9bc613d6d2ee5578c;160536
88d37f2042927958ccf5876896692a01;166402
4c3a0f00a7fbf84332ea44a2da52dd8e;151965
311c7f1fc8e8a4b8b810de3462fa1b8b;160628
ac2fbf06a68ae08861c2b2c473423e14;73588
4425601e0a568feefec112a136912b51;178984
1bc33ea9e375b79aa993e22ed887705f;141507
ff07c0bae83c39ebfe249147acf484b8;74277
799d94699c9d8a873e31aec41d5dec0f;160660
3ffae2dc8e0d44b78dcd292dfe6bcea8;74634
7e9a64a82f8aa932220826ea4d56c0a8;178885
04aa9dc70ca1be7a55abec486d9c4f78;141490
35e6d568220831e252347905fa973553;76287
11026fc69749c83006e546e00a9be42f;160663
510ed63c5e9bc576f8afb11e7a698e21;178919
1a1e93bb7615021b7289497c85bb5800;64960
4a5d909831712832db0471108e377a22;74856
3c64832030ebc2362a4085de84ee8d22;74688
073e5bc96cc31b2abd9d0cd54737475a;74585
0da6ce9a50001dfdc6ac318c1d62cbb1;160510
e197001045d48a1fcf3a107205c8d6ee;73586
034f31617165f6372b5a661b47ace134;74317
060e404b5575573289795ffd4b6758ff;141482
0cc358710869a4826e384deed8a1298f;94931
0bb7142d09ba0bac056e48f188b9709a;178832
b20401fcf0665b7aa80bf7adbd9579a0;74041
1c331b867a18e1ba7b5305e771052cb4;74749
d5719ef2d0e1961f697c066c704de96d;178956
7359222244b5c2679a8818913b6e2431;178826
ba22a03c5c5d9cac52fac5ccc65cf602;160633
e08abbb462f90bacbdeebc171e7c6edd;178894
d365b0d59e74749f7d0ce2082bd2303c;178886
cda73e39f5a065ad9afb20900a857226;74050
a2fcf8dc5b1824202d77ac178ece0c5e;178932
64528dfffa37938544c595f5ba9ce394;74398
a685155d95c632fd6f3eb3886b3ed8a9;196358
20aa1a574af82fc05f4f1a63b7c5286b;179001
0c143cc423f305a407035f99adeb9311;178982
6b931693f956a323caef2c355cbb761b;74460
262f5378e96b39202e55c2e4ed74dfef;178850
afac7447b99191d53a51822a4290398a;160669
cd899f2321f07182d7ada4fbfe26460d;74558
e4330a2f737ec6e18104ab4dc98c6eb8;74351
0c69965eaab980535b424bc52e40135c;178996
19b7e704e26598f08c9184b31aeff8f3;194259
8655814ad93c811de70a6278340fe563;73772
a1a4e0cac6bbea6ed1032e68320e5007;160667
ee250c18adbab5eeea5f8e7370500401;178980
0520c9db58beae40163e62d169baaf09;4931
d226d6f24870ca6ea150d419a06ce8db;178849
bfc3a21b04486f1f0d7689a8515bc3d2;178970
100005d24c826be0e1f52976aec76a09;74553
5698034c757a41fed114b31a1f516df2;74270
bcb329ffc9b79ced7f5075e11bd7bc59;178917
b06a6a4ac784ae91f25fa8c7baf06c13;160570
48e8d2be8346c694e1e45aab39816214;74395
a4510d8c98e826dbff8ddadeee92c86e;160672
bd8333f6c13dbe58b8770a87f4f595c5;73666
93f13260ec8f61ebbad05c1e5e5a4dbe;160619
5c3338b2ef7f33b30d4a13886acb9773;178964
21cfe36551f480fe9a985d9e46593127;160572
0917e4b2f68484bc096cf9c3c982fa1a;141458
4df58729c582e3ed71c5ec12d1e355a9;160673
50e64bca91f6d6cc5e785ec0fc75e78b;141389
5216a0e2af23929c109a75a2b55c1d75;194262
690887900e9febb3329a9305d0f4511d;178839
ae758b3ef193ee48b2d34397e1e76283;178907
2f5de77043318cb93f32389e3b8d647e;74141
0e86aee1dcde259e51a01aed947c92a6;74388
c33c51a0a46ba1d930c562ce330021f7;74366
49fddfccb24d1ed9b3a7e36d70ad545c;73482
7b666f6f22b66fdbe709c4cdcc8a3816;74383
bacb7f6ab067416d867919d023290b4f;131966
780952df725a1253b78174a0b05f5513;178884
5b7663f198b9861036cff99e06eda725;74554
600b0780579b00fbd012aa3d8e48d512;92699
ab8a8fc9b6bade57b3de922c6ca7b76c;160607
d15dcb63f710c0fb391a840dc4a0c1a5;186775
c51870081b36daaa092acf7f4b25d4b4;74079
06c829def4c2e33cd70cf3fbca598c9a;178910
070c1d1275dc4e5daf12e23f090b401d;178979
c92ce0769ee05751505613ad5a6a9517;178967
f7e0504294e53e01c6268e03c5b6d951;160676
fd74bb11ed8f111c3dd0afc198dc368e;160531
de549e980bd660b3b287d5893a2e41a8;112437
646e16bdbf70f31f71fdf5431e9ee305;178873
a19c98515867e337902a89098c1bb012;73714
3c88805a8a2ff3c8786d33a23b6471cc;67312
dbe3e9b5c862394c98aff5b8dfbbe705;178988
a97cbda4c2e19495b395b1d7b8dd23ed;74847
f910adae62ee97280ae7de4b40829176;74848
940042b910192a5427453493232e8b11;160573
fd29d30c0da433c5339499590934185f;73926
ec84cc492f90a34dca721f7b0c8176ce;141474
a7ab84489812f405a044cbc12692f363;178978
a8ec4004ffb11823e3484569ce25b2f2;178971
1b8d14d3eee5e3ebbb7dd0b3a46df733;141441
61290196575717e07095696d958f52d4;74275
27cb858867fc9c7dda1840755c51bf94;131943
e2a1159ae4d466b8f25d41f1e76c337c;178855
2cb2da5dbf1c5b992850d334ccad0a44;74273
ba72072cde69568561b124f07836c834;73535
53402eba3b100e7931c95e73fad4a1c7;74665
f8367a58a21274b73ba55a33cbfea2d6;81232
c0761224b107e62ec4dd671d35dfab8b;152605
fc92b34cc2f1b74953af3b184dcff2e4;74419
26760773a1c14c895666cb267ab4d7f9;178872
16e4d42603c81f503f2297065e5567b4;73531
008cf653b53e3d22ea197459325382d2;141450
36b2f7c46582100c98db274f30ce66d2;160674
8482c75709b0bcb907787d3f084065d6;194592
6deaada6117c2c5f1130e626f85eeab7;160677
0ef078f0b92d1c9e7d08ca8e35ce892f;129037
16c8f571010c4b5acdec1b304727a770;74445
f4ee46cae841fddf4829ede7d13e9f1c;178856
53cb63df3fce48951096b385c52d0790;178857
58fa6c67945cdd48d47625e960698c58;67138
a8c19a4ea2b5a75fb4987e9b33a02d92;141470
ec7d0228826c53af375f71bff2d481dd;191923
6ace5ec16595e56210cb85b5ef0e5bc3;160596
cc657edc2ed1f6e66c64595b7d2be870;178851
d63b1a46ce45c8cedf7b78860d393703;178959
c13e21677df3a179cf3e76b3348d5865;160509
f7605c1716702d56c425194b9b49296a;178878
244270d9328b8d970d4abe1f040bd12a;178966
12dc2bacf63152929ecdad209a1715f5;97707
2d7daefb91fe8598d1cb3352157d40f5;178842
83898add40286cf02279eae4ab470bc2;114941
6bee26e6d341296b86abd8ca87ee3615;178965
eedde288fef3250fd161023f0450d546;141503
086c05a4246f07d21cea8354bc9b8284;129618
ce7fcbd5f9ea3c755b39e597fed3f643;74140
d70a34bd021e5a634e93d659d03414b9;160598
df9368b57a34f6519653aff6e355f098;178909
080c28b7ea211c22ab127f97849ac3d4;74374
3f04a87ddb6df6fb86a2b9fa00a7f842;141434
dd3d2da8e406804cd363fd2b8bf1d0e0;178981
330de0cf46d187f0bf5208eee7104c8a;141464
a4fabe6cea8833fa796281ea92fcfa44;160571
66475606ed3e67226a592fa297b3d496;196378
5c8a568464ac4a081a6534a6f5ddd6e6;178949
1a29541fdb3a68356675befa93997fc0;74262
941768cf0fd7b958547ffcf51b1a545c;178854
764ff7d7fcdcc28451919bc6e428af37;178953
e16d900de2320e6fa16b015b5da10bb5;178908
5be032efc24d77c932baee98fb21887d;171623
f7cd8a126ce42e53d6f0d70927dcda39;178871
f10e266998c5867d5357b6e676078cfa;141440
87638b8893b286de5290dd98d0d4af8f;160649
8648278b8bf7c90484397c28c275d6bb;178963
95c7fa79179a1adbca4ae751afeb75ce;73568
79978af6ceba742cef5b8d6f2c37efac;196357
d62bdb98c228657d3a95d169abe19d10;146829
32e48237b73d84a66d462e018ece3877;178905
61f66fdcf3f702e39119ca146cfb9d1e;141439
e0d1e61e0036939b7af3edaf2bc5c978;160599
0d00033c4eb9342b4482bef8d1714081;73481
8df93f3cc8baf31d756761a101841df3;74467
c7a46ad01549823f81660e1ec33a46d3;178969
0451666d8448753cee9014aeff861ff5;74060
a274c94fa41c164b567cb977c3108ea2;74537
8dad2de3232de38fd6460e6fcbd73a5c;178916
26027efd249f7e4d66a7538c07f5be6f;160758
d731fb4768823f046154ea1f8567f9c6;73793
14c254655904402a20ef86994443472e;66828
a38f8faaa42b37daabb2ed8f1e4ad8ea;141408
61d96e971783fc9dd2e32db518474e33;141412
032330384cefa018eccf2b62df939e7b;178994
3e16bcff990faf918120f2b61bcf105a;141430
238f3c270e605fd830968816ef771dcf;178941
043126b1a4d00069b897c4f6d07f1a14;190149
c444e2c3cbc4526f85e07cdba9b96fb2;178977
477a254231e44ace6594c9967ba5f797;92346
0f1b0d954ea735d5be92e1d4547d3e9f;141422
c7fdb111874a5404f36f421943d468a1;141398
d9bf6fe442672e12269460b42f2cb90b;134812
40950be552b14179da5316a7ddc7576d;178841
de93b601de0365466b1e17709cabdfd7;141417
8f115737fdad35f915df686093a780db;141427
cf5eaf501f514a35175cd51f7f5d5e12;160578
d93ad34777bc3949e0844693ba615815;194258
1a0625c920a8b41b3f0086957bfee416;178876
8327feb335be02b4fbcb9c5e34e760f2;181316
f9879eb338130f378de3a6644b661f5d;178883
677bc04aadeb81c8ec8f521a762138b5;178900
bfb64baa44327e99e1de8fa1b1ed66a0;74172
70150cbf333468fd2ed0bb5322d13f4d;74163
d22e02389a9501d65fde0fccaff43960;178930
71ff4225a84ccbb283c920cd6d4a9e2c;74651
ad8da3706a48a019d2e233c732aeaa99;141413
9940fbb9e429fe991f2ac0bf84d3a37c;141428
253061bbcb0a15fa8109b3ba11d359ba;141385
df4015fb313f738caf4d49d60f70bf26;164360
8b51d05479003d2e33dc297e54537e21;73768
a3ff12708d2dc83d0a087f3f11630f39;178904
f4f5f8748638fda9054570ecdca66e4d;74171
2d63e952da99ebabbaf7b07d2cab82e2;160666
df67099abb0f296af86adf7d4674d596;160646
7bb6dc9d6e7597f11b2d2a775fdb6b37;178940
0b46925f1e5e56fa9c23614bccbdab9a;178929
c52c0c7115c9dd9f9bc58115c61187cc;160532
01d43219370d9829d129f3137ca3ce9e;74075
1977657f91e423c1c902b97f9d2eb475;73891
8c96ec7db2b3309cc9ab3b6bbb5b96d8;72912
c728dca39a1b3a8a106bdc9d049c5e51;72442
dbe830c8bffce8880994d263ab9acfda;141405
858b03cf695e7284c70439a20f8c7e21;178928
f46fe28cb618facfc576ca9e5435f1d5;178893
fdddce4d8cb606df0d1e6f5c5f72bd91;141431
a837183abda57bed6ffd5f2c4458d5e0;178892
087dca1a0649c9b96ed4c4f0f6a19bd0;160575
d42cc461b142661e92bafeab96beba82;93472
9d918fdd11e20460d55b5d0f12396af3;143632
20b3176ae9f777ee3f98d2a049d65667;144523
c2045c2a9076413255d89585e8a5b742;132504
5200647462a344b4c72c75c35c4e6a70;178848
97645cf7d55a19b603ab58cefd2d041e;73447
bc4d2efaf4b19995cb3cb37ca68903e7;141421
2ad9058d9da1478741d1dfaf47fe7122;73720
0673b07f399f462ae617c70ec8c60c73;74173
5a26dd700b622c1965ace105b62401a8;160552
33040d885397aafd6ff73c09c58e95c6;178939
7e7323fb5accd67cbad79fbc4cd9f321;178828
d418c7ab959f7a6cf7e1fecdff43c7d3;163831
be691f02a69334caf6da6bd011c00512;101309
bbbd4a9bca5677a640bbadb95b2a69c1;178838
45787fc5ca96276af2eec7a984640bac;185500
18f39351fac4b6e3558d110edb4fa999;141411
e13b716d704905f1561a66c5c17dd0bb;178877
338bb4101273f30f14f85cb44c503aa8;160528
9eb592a766eea0d17e0dad3dd56a7ad9;99654
4f5fc3ebe8e362077f3b5e114baf071b;73441
6c80b0ab7db1d138409279a525b0effb;160576
5deb40d7b008913665311d8e703070d0;160588
bbf7c7fc4f9ebd28a6651245bec8e3db;160643
2603e4b9ccd72401e9f1a81a0a9a2311;164359
7ff6598734c8cb7cc6acb03053a6f393;160640
a611de286f6a342263c4c0b56216a888;62881
949b23d23985a4ef93de4f43d0eff8fa;141429
d082a74b05ba59ce81514ca44da3cae5;178830
ed53efc37e0fb95f83f753d9ab2e67f5;74655
f9feeca054d7eafc619d3072700229fe;73931
b5c10ce1699a0f589aa641b8122e2569;146949
43fa649a92d563b6e2f6d4b4114b88f5;160621
9f1afc4935178c6ad9e7db16a4908939;160976
64821e340e16e48cc582ac0d6c933fbe;178901
2b8eb6f08b64f3a0863ccd893c909b31;92776
5424af20bb6f5090aa90f5574cacae04;163321
90cc86650f3e53dc81de3df1cd32fa69;160630
e27295da0faa3cd953b13072d01b6572;74210
86d9d611f0a645fee56d2e0e0877e11c;160617
16e23b27dad8ce51a60b71dea5e5ff69;167614
c4485801ecca8295839fd6ad4c246882;73466
2a98ac377317ee88f2f170f50a5cfba0;160632
d02a99e9f99c5692d613db26baf6f9c2;178945
4bfbda1c20ab069a5da485a8db056533;141384
860147c35cbaed9920f3de7aa28082de;160622
4fb8e11af6dc8554aeede20735c16f58;73560
7548bf78c349f70b2301b412dbf84e5d;178902
a67f518e1ca1f20d2a87118539a521cd;137853
85760e8f1fd1ea7c04a1afeeae29ce31;198963
46f55dae7d1a73ec6c494c3187d1128b;178870
b1872a0e562b02ed843a0f14d02d867b;187008
c5c27cf8ec30938bd70521342f41e72b;195866
c2344d9eade583657290c38214ee0540;137070
e6950e7cf2a6f0ef63a594ad5e49a44f;73424
4230389313cf51b6d0b65e1641e48bd3;178845
5f6ac7f9d5e7c619873db82bf7476a53;178961
96fed180292df8fbfca1e89b36c18541;74439
ff2fc86967b81085c279d2195ebb806d;141542
9a7f95e662f838db19127c3395ebb101;178922
2d0dccc054c561f9e32add86825157f5;74283
d39b89ee6c26dc7ef6f0437c1f9b70fd;178913
25b43c4c7c9fb2b47c9ebec7df79b7b5;160636
719054fd4c37bf24f18e74664bfad1fa;141552
955c67745681dc7cff51f92335166159;177282
40e78fab3a3c34514f9cbc78e9c4d496;74385
10c5ff44592fc3cdf53212cae5545892;178874
9b358627ce5254ee430d89bdedccc3bc;141555
c3f81b276b37d5a1394bc2296e0092bd;160637
1f1c62ef9b4ef360b9885fdd225dcf25;167493
c4b778dbfd4451855f345dcdee986ffd;73808
783f078095f422a3baef3ba445a6780f;74043
25dfc0be7c347bef94079c31ad957177;113247
9f1fd94a33f1b6365f0649e81090c182;141560
d4b05a26311d58b4ba4168b01f9230f9;122466
3940242633026385882471beac41425f;178863
30d32aadb75667abeca1390079687537;141536
7dd2b4ffa19a2798ef9fb9dbb5fa926d;160426
5713673e3bfe82ca55f22af7b191ecca;191684
59732fedb7130006ba5a754ae6afef07;160611
0c64aaff51340c13b8b506fa142c058a;74356
aec348b11fb457518639f35d192ae366;178934
0dd8773aa78eda35c4b0bd70ccdbc57e;4930
934122be59fb4bd14f5193e8387f86df;178889
421fe1881564798e609b6afc5b9189bd;178947
d1570b0766b275cf40068fab1026ac25;160515
c9a978684a12bf66b7b0684681297384;160612
1ffe0258247a72aa43c30170b881c678;160610
