person_resource_uri ideCadastro
http://www.seliganapolitica.org/resource/4601f420df86520ca073372c9ff6b036 74291
http://www.seliganapolitica.org/resource/22ffd0a139769450d20defe555f7b5cd 193165
http://www.seliganapolitica.org/resource/d1a600d1a5a5a968880a0ba710122553 159237
http://www.seliganapolitica.org/resource/7925fc63ca78219d75eda048cb3e9636 178993
http://www.seliganapolitica.org/resource/f920b94a5dba2041a84eba2b9b201cf0 141454
http://www.seliganapolitica.org/resource/cde5e48f3f3d3a03a927e58864666e8f 74103
http://www.seliganapolitica.org/resource/fe124745b4566522c84c066822f055b1 74213
http://www.seliganapolitica.org/resource/5f916e54188bc05318af71a94b5f8702 160545
http://www.seliganapolitica.org/resource/a1b4e1be75373eeee9e4bd632e38f885 178914
http://www.seliganapolitica.org/resource/d1097cf919a265efa17310d33a8f65d4 178924
http://www.seliganapolitica.org/resource/fc78e716ebf790d1e53bc25f898caf74 73458
http://www.seliganapolitica.org/resource/49105dab3cfa5c9307a46b38eedec417 74833
http://www.seliganapolitica.org/resource/85768e0331492457b015dfafeca64527 73579
http://www.seliganapolitica.org/resource/16702149ae74ef50384b529c68f8c2c0 69871
http://www.seliganapolitica.org/resource/bc77111f8fa874d4ce30c88bbf87e5d6 133439
http://www.seliganapolitica.org/resource/5587a7302ed142fd3c6afacf056dfc4d 196359
http://www.seliganapolitica.org/resource/ca1095b82e63c9701d301b0fcad17496 141401
http://www.seliganapolitica.org/resource/5b49d0acc6bce9a0681020e8cd5a4d97 178891
http://www.seliganapolitica.org/resource/7601bab2d81df06ad026445c9f4accde 178837
http://www.seliganapolitica.org/resource/de9152db4694ebada93c83ea47e7c643 160559
http://www.seliganapolitica.org/resource/f385acd8b8d64666bf44d417fb53ccdb 141383
http://www.seliganapolitica.org/resource/e82f4f7b33df6acd462238263fa77842 178834
http://www.seliganapolitica.org/resource/e66e2b4c0a202b035b1ceb5db24bb1f7 178865
http://www.seliganapolitica.org/resource/734e8973b6fbcf0fc75fe93e28e52c9f 160530
http://www.seliganapolitica.org/resource/5cc40832e037ae48672c6f8e3571cc3e 160589
http://www.seliganapolitica.org/resource/a7525959d4e2812ebcd2bcebcff71081 141391
http://www.seliganapolitica.org/resource/292752eeb282a9776ee443cf44b26bb7 178927
http://www.seliganapolitica.org/resource/ecd7430dc9804803a538eca2100eb2ec 195143
http://www.seliganapolitica.org/resource/d92143bd13ac5a61bdb8435581237303 178938
http://www.seliganapolitica.org/resource/763cbe309ac7581476388a53524c117d 160527
http://www.seliganapolitica.org/resource/df8ebb285a2b536f37b23d9886fc301e 160551
http://www.seliganapolitica.org/resource/f9a952bca37424441f976f582eeba0dd 160512
http://www.seliganapolitica.org/resource/fedca07d26773ad1725b941337c1674d 178973
http://www.seliganapolitica.org/resource/6c94125b2b5cd1cede8ad11fc72708e7 160602
http://www.seliganapolitica.org/resource/47b543dc3a294d53128adfe3add912bf 178962
http://www.seliganapolitica.org/resource/4d5d3e6498d808f1a3e0916f33f525d5 160582
http://www.seliganapolitica.org/resource/9c16da3d12257ebdbaa7b24fe51e5ec0 160538
http://www.seliganapolitica.org/resource/5b1ac42089f2846f2b51452463c34e03 178847
http://www.seliganapolitica.org/resource/50e7e01f15668cad2aa589c28d883e9f 74052
http://www.seliganapolitica.org/resource/d4d31f7fb4c5e096bd6724ce681a14c8 178975
http://www.seliganapolitica.org/resource/0619a608d90f2633bc0b259580c3b13e 133374
http://www.seliganapolitica.org/resource/27a203d6f11354816ecef815bca66d84 73655
http://www.seliganapolitica.org/resource/d734ba0e976ad4ae7ea818e58b9a0d7b 160553
http://www.seliganapolitica.org/resource/fe89dffa250a3c5a416e387ffa9cfbde 178968
http://www.seliganapolitica.org/resource/b70e29bff2f58e1fd864048e4beb5ec1 178864
http://www.seliganapolitica.org/resource/a3035b1ff9dfbf723ac7addf141e29e4 178974
http://www.seliganapolitica.org/resource/f5423abcf850afb27c1a7ccb42568e94 74212
http://www.seliganapolitica.org/resource/d9fe6c0ed154f7ce3d3df6347364a2cd 105112
http://www.seliganapolitica.org/resource/40e0f7ef3222b01fb15dfe1d9227e652 160541
http://www.seliganapolitica.org/resource/3f8ff039f2cb68fb2af9f0e0b67e39c0 160600
http://www.seliganapolitica.org/resource/24b59d74cbd2d06169557b5bbcdfcdf5 194261
http://www.seliganapolitica.org/resource/61f3bb7a8e6bbe17e3988dad717d6f24 73584
http://www.seliganapolitica.org/resource/34e4631eea70a67761e4696a341636c6 178958
http://www.seliganapolitica.org/resource/d055efff4340e81fefc8c37c690a89ea 178846
http://www.seliganapolitica.org/resource/26aac1bb221d06549bcba1e5118ab112 74650
http://www.seliganapolitica.org/resource/ce6bd9c28bbfddce8f1bfecce219e0d5 178948
http://www.seliganapolitica.org/resource/b12648455fa547b956c227b72dee0be4 178881
http://www.seliganapolitica.org/resource/08800a06fe7b8aa9729dd02ed4de4aab 74571
http://www.seliganapolitica.org/resource/109a32f34c2d6493352547d01e3ac1d4 73674
http://www.seliganapolitica.org/resource/d8e02f3e991b05e1ec87cca8c1d735bb 178985
http://www.seliganapolitica.org/resource/0c5740f1d9ed497f26110b7c1fc7d69a 178951
http://www.seliganapolitica.org/resource/68eea86ef668e00a42268e42df984855 160655
http://www.seliganapolitica.org/resource/f1531d63e571bb446bc3da25eb63b34c 73788
http://www.seliganapolitica.org/resource/42f65a194015bd9f60eaadcd9737e989 160641
http://www.seliganapolitica.org/resource/980a891d1e52bff1757ab5c34981b76f 160654
http://www.seliganapolitica.org/resource/ac075a35de2f796a91fd1b249447a45c 160561
http://www.seliganapolitica.org/resource/4697711dec20e79750412e6804146c05 171617
http://www.seliganapolitica.org/resource/d0834c558ec848be7ee9b55a6ea5ef0f 74216
http://www.seliganapolitica.org/resource/40237fd8ba4f54842d31f2f0ea506689 178896
http://www.seliganapolitica.org/resource/22347716fddeb5d6a78ce94b0f820b08 178989
http://www.seliganapolitica.org/resource/b683fed21bc97cfb97dee76415fe677c 73463
http://www.seliganapolitica.org/resource/3894991ec381df75e50674602ed4b972 74160
http://www.seliganapolitica.org/resource/1b3bc50dd4c412d9a82c652030d401cd 160639
http://www.seliganapolitica.org/resource/43cc9637bd7f314d17a6c8c1fb2b3884 166401
http://www.seliganapolitica.org/resource/ade0322e3c90073d633b8aacaaff79bb 160653
http://www.seliganapolitica.org/resource/76806d1fc0f06eb5839dab8a1347f582 148134
http://www.seliganapolitica.org/resource/6c1ea9d49ab4b1e9d83b165b04e19633 178997
http://www.seliganapolitica.org/resource/68daee9ed1c1ee57bdb29f180b416adc 178960
http://www.seliganapolitica.org/resource/00acaa3e43b8efb41156d11090aae8b4 160652
http://www.seliganapolitica.org/resource/6a732b5f970f3c75cf38a679f019d8eb 178944
http://www.seliganapolitica.org/resource/62afb7af540f7cf3c455b431591e0105 73692
http://www.seliganapolitica.org/resource/fc367fb868f1f7bfee5758e8ea1e5f93 193982
http://www.seliganapolitica.org/resource/6a8b265a2f7db33991a7e02e9cfff2ef 73486
http://www.seliganapolitica.org/resource/64af346408a3a3f0c3d75755d4c68e84 80920
http://www.seliganapolitica.org/resource/c7c90f4aad2c48feb992ea286d172032 88950
http://www.seliganapolitica.org/resource/76cfe839d60b2d7ab9f1e8d7580818b1 152610
http://www.seliganapolitica.org/resource/bf190400b9bb32449d7b7835c02e7522 74048
http://www.seliganapolitica.org/resource/1544dee6b2f5f0a332fcd75161f2a5b9 74399
http://www.seliganapolitica.org/resource/aaef52d2c640ffb6912bf6f9cdf3480c 193069
http://www.seliganapolitica.org/resource/f0fe3d3d0d6ea4a8a1bb25f6825d45f2 195997
http://www.seliganapolitica.org/resource/5055f193727d2166212763d456929b50 74095
http://www.seliganapolitica.org/resource/292d00739463e6f16f33c9a0952fe2d7 178844
http://www.seliganapolitica.org/resource/5795d3354a6b3266439b04b5fc786081 160556
http://www.seliganapolitica.org/resource/2e07e35b882279afef34c75f28791234 178986
http://www.seliganapolitica.org/resource/657abb02ed52ac2b3c88271820f8c39c 141516
http://www.seliganapolitica.org/resource/cebd128b02a1771e02f5c4009d37e34a 74017
http://www.seliganapolitica.org/resource/18a8b20e198e0e5a8429c4b1ffb13cae 141472
http://www.seliganapolitica.org/resource/15754dd29511eaabb5109d237d93e485 74752
http://www.seliganapolitica.org/resource/264dc4715ef9cad383026f602d0a419e 141535
http://www.seliganapolitica.org/resource/7304fb172f798745a08fea6101b3b803 74457
http://www.seliganapolitica.org/resource/321802179689ac978235e286f191088c 160604
http://www.seliganapolitica.org/resource/e14d4c33a3437d7dc7f46acbe83181f0 178859
http://www.seliganapolitica.org/resource/c40f74772204be0b6d834634b2015f02 195581
http://www.seliganapolitica.org/resource/f6207ec8897459dbeecfdfac959b7b89 74449
http://www.seliganapolitica.org/resource/c2dce304dd45feeba24c856a3d3ad621 74574
http://www.seliganapolitica.org/resource/1e988ec5a4eb9a53b9c2ee3528ade31a 178998
http://www.seliganapolitica.org/resource/571a46da68a2dd4cf64a8f5f761a033d 178920
http://www.seliganapolitica.org/resource/48e1dcafc94c243655642a0c105dad57 170673
http://www.seliganapolitica.org/resource/b9bf2994bbbaf6fc25608e121f6250c5 74319
http://www.seliganapolitica.org/resource/6b7fccac6e139e1fa9c076b39292aa05 160558
http://www.seliganapolitica.org/resource/bd52443cc735ff8fa931d0c2260c1105 141518
http://www.seliganapolitica.org/resource/a6cc6e480bd8dfe43088fca8feb7a50c 73786
http://www.seliganapolitica.org/resource/8a659559d8c3a014edded032a5884814 160517
http://www.seliganapolitica.org/resource/eb520e835b1c5675604be36223e97a9a 178925
http://www.seliganapolitica.org/resource/e53d0b6906ef9118b41a9b6a0ac420f4 194260
http://www.seliganapolitica.org/resource/7c4089f77b6af4ffd4704087f632a555 74159
http://www.seliganapolitica.org/resource/0c8dd49c92afceeec92df328c42b881b 74359
http://www.seliganapolitica.org/resource/d8fdeba183719042bd5cddcd4607f014 74862
http://www.seliganapolitica.org/resource/9c52673053a66cf7505ddae463a38bab 74352
http://www.seliganapolitica.org/resource/3cd3a1580bf702ba923912032425884e 178895
http://www.seliganapolitica.org/resource/2220e48ce42bc3e43edffe9b935ca9b4 74787
http://www.seliganapolitica.org/resource/6fa5e0e3a1def8c1a9aa27ac5c181ebc 178840
http://www.seliganapolitica.org/resource/f5c7de8b36b0eb1dea6e09760e7ae237 195278
http://www.seliganapolitica.org/resource/30bdc0e62144df9389337ee77ccbfe94 141527
http://www.seliganapolitica.org/resource/08e7e45b4c884b21445180d6dfd10c80 74400
http://www.seliganapolitica.org/resource/ac237d700b586f3d6b6c8dd78137ea46 122158
http://www.seliganapolitica.org/resource/ed3810b6254ad72ae8434b93d8408371 66179
http://www.seliganapolitica.org/resource/c88400a8ce933b07cd36ce97b2c462ba 193726
http://www.seliganapolitica.org/resource/4e3a3fb1ca46b5f33c874ca4d073b663 178897
http://www.seliganapolitica.org/resource/569da6fd21c945e201bffde90386c4ba 180545
http://www.seliganapolitica.org/resource/bbe5b72ef1b59ede478dbe63e7f76c19 141529
http://www.seliganapolitica.org/resource/6f059c556ae39135ae9e016ec2b74458 160642
http://www.seliganapolitica.org/resource/d756776bc56efce11d2fecee1f4855d0 178995
http://www.seliganapolitica.org/resource/bf25e20c0be5f8f96911c6f79ddb7003 178868
http://www.seliganapolitica.org/resource/ab2733ddd2e9f62c518f91d26fe620ca 141532
http://www.seliganapolitica.org/resource/ada40d93efa40ad12c1f850c722514c5 141517
http://www.seliganapolitica.org/resource/8e5d801e9f47c97089c5d3172176e2f6 132056
http://www.seliganapolitica.org/resource/f67ba81ced6747dc5aaf2ad8101a1a0c 74812
http://www.seliganapolitica.org/resource/3f27842bde17df44fd5466ddb4293a6b 178987
http://www.seliganapolitica.org/resource/4167beb2862be52eeda4d9d94ae013d0 178860
http://www.seliganapolitica.org/resource/898fe6600e18afd432299b80d37ff805 160601
http://www.seliganapolitica.org/resource/739671de73474399cc69f42079074251 178912
http://www.seliganapolitica.org/resource/010f1a0f5aa4c9648a4b6989644ceffb 141515
http://www.seliganapolitica.org/resource/c181751762b857da07ffafd0112cfd5c 171620
http://www.seliganapolitica.org/resource/5244b3585598ecab86e0e942680aa83c 160566
http://www.seliganapolitica.org/resource/7f6c54b41a747618e71b5b31d6d3fc81 73781
http://www.seliganapolitica.org/resource/ce192ddd042a47f1eeb12ba2ce416e65 141445
http://www.seliganapolitica.org/resource/7ff2addbca73f387320ee0177a64d198 141531
http://www.seliganapolitica.org/resource/1dd186dcd97d591dd15733e4be3bc488 178926
http://www.seliganapolitica.org/resource/f6a39183d6ec6a2381117f8412fa7f67 73553
http://www.seliganapolitica.org/resource/043d9f770ba0cd6119996a14927eec59 74751
http://www.seliganapolitica.org/resource/f3f822f94289081103cbcfd081d60b9b 73805
http://www.seliganapolitica.org/resource/00c0142ed0db09167efe6a3dd3522e02 74693
http://www.seliganapolitica.org/resource/56f748cc8acf8cf2341ab3af19a4a753 160567
http://www.seliganapolitica.org/resource/8f96cb1fec49dfa1358c7ffd9006f47a 141488
http://www.seliganapolitica.org/resource/0b16c95ba09d515e61d7aa81dc09dc63 91208
http://www.seliganapolitica.org/resource/106a0619c1bfa7f4bb3c2db3d4a7ac8b 74161
http://www.seliganapolitica.org/resource/3d8c9996fc2e529c6a2c50d5506a56c7 146788
http://www.seliganapolitica.org/resource/746bfc0ce9467dac36ab7bc4ef9411b1 141509
http://www.seliganapolitica.org/resource/00c3bdd0737b450da9f35bc532e47623 141485
http://www.seliganapolitica.org/resource/880451d9062b3861975e276c0e51e200 178802
http://www.seliganapolitica.org/resource/075c8c8d2b619d144b1737e94bd55560 74177
http://www.seliganapolitica.org/resource/db3a4ed05a88fd116a20568718cffaa2 178879
http://www.seliganapolitica.org/resource/6075e2656ace7921d96c066dc9949a14 141480
http://www.seliganapolitica.org/resource/eb86fee0ed47469617e3579a47b76730 160535
http://www.seliganapolitica.org/resource/aa8bddf5d0e2cae0e6700f5932354224 178858
http://www.seliganapolitica.org/resource/0813ea21188896b0fe638aae33028fdd 74253
http://www.seliganapolitica.org/resource/ec1dd006836554159961a63a8c81e3a5 178954
http://www.seliganapolitica.org/resource/4e611c127201f37507eb2e5e1461d3b4 74478
http://www.seliganapolitica.org/resource/eea74c5760f313e17b071430ef02051e 141484
http://www.seliganapolitica.org/resource/590547434f4f53a83d3b2c1c5821b518 188097
http://www.seliganapolitica.org/resource/d73eb53527994b68120401ecdb74b55d 74235
http://www.seliganapolitica.org/resource/5064f885a4b963b6f642b487c6b5211d 171619
http://www.seliganapolitica.org/resource/2babd3af181a4ea8c24d50098ce11aa0 178867
http://www.seliganapolitica.org/resource/98c8a66c718b2557ccb5b6016ae2bb8b 178942
http://www.seliganapolitica.org/resource/b046e61e614a4d84e5d1ce2c917dfb1f 74470
http://www.seliganapolitica.org/resource/64ef5702c6373204ada199f23dec9970 74158
http://www.seliganapolitica.org/resource/0477ca3050c822e5b7326166839c6af3 141487
http://www.seliganapolitica.org/resource/df4cde89822a6db150a7365ffb4f22e5 178827
http://www.seliganapolitica.org/resource/77dadc15f14d848bcab3b17b6f6cbef3 73483
http://www.seliganapolitica.org/resource/f6bf81384ac9974440e6a33306016d54 179000
http://www.seliganapolitica.org/resource/2e516b9534ebdf8dfd4dd946d9d89c9d 178866
http://www.seliganapolitica.org/resource/41ef4193015a9f85c59f503cbed8d307 74570
http://www.seliganapolitica.org/resource/1171838345ed269733f05d07a6f49149 74299
http://www.seliganapolitica.org/resource/335012f7b1ad011c94d53e2e98ee117c 178843
http://www.seliganapolitica.org/resource/761a2f45c1264df4984d27b3746766a0 178955
http://www.seliganapolitica.org/resource/ef1c91a895fb0b013d800b4000fd8242 150418
http://www.seliganapolitica.org/resource/15b0c0db25954935f07116f5d3e83102 74784
http://www.seliganapolitica.org/resource/2892a01c9e7f86df392c287436ca36cc 73778
http://www.seliganapolitica.org/resource/f2853fa0fdbb8c2ee9ac74d5bc82001f 195826
http://www.seliganapolitica.org/resource/2cde5c79f3c4ccef8630df8026faac11 162332
http://www.seliganapolitica.org/resource/1134d44a2a74f23c335bdc1dde35f800 181315
http://www.seliganapolitica.org/resource/5c41857d2163f5f424899fce07aabdc9 198198
http://www.seliganapolitica.org/resource/ae5ddd51306363fef703226135bef02b 141483
http://www.seliganapolitica.org/resource/5d0717f5e3d9a5d9ebfbe98d9f944d16 178918
http://www.seliganapolitica.org/resource/74bfdec52533a202ad40d221cb3241e1 159238
http://www.seliganapolitica.org/resource/93efa5159f0e5794c33cb048766ffd33 141478
http://www.seliganapolitica.org/resource/8e63406af4a1ddc5c7fd4ff5d4e7e087 141562
http://www.seliganapolitica.org/resource/110d04e6dcb06a0836b3a62bdb647522 178983
http://www.seliganapolitica.org/resource/0ae2cd939ac4624efb8e52ed61134295 160565
http://www.seliganapolitica.org/resource/f999faac64591c38b8b3d68781b686b4 141500
http://www.seliganapolitica.org/resource/baa38f0a7dd2d566734ca4c738dbde33 178931
http://www.seliganapolitica.org/resource/0798510429fc58dcf4986a01d813fdbb 124411
http://www.seliganapolitica.org/resource/3fdec23ebaea8109310c274518508230 81366
http://www.seliganapolitica.org/resource/e6f653b83460a5be82e20ec3f82e0d0e 178880
http://www.seliganapolitica.org/resource/6d0d1ccd8ceab530cd2909822a0c0f68 178825
http://www.seliganapolitica.org/resource/296285228e4e63b934d42cd34d944f6c 74428
http://www.seliganapolitica.org/resource/8f6a3fcf2127e4f546e10d2d26d77c79 74156
http://www.seliganapolitica.org/resource/6c8381f3a56dbbf4a47931ccc17580ca 74254
http://www.seliganapolitica.org/resource/9cb847fc752a8d38de1771ccdfc1f93a 133373
http://www.seliganapolitica.org/resource/d6dbb732217ddbbbb9d03e6e01e03a02 167722
http://www.seliganapolitica.org/resource/1c045789376055d34a37e35425ea4da7 178852
http://www.seliganapolitica.org/resource/1a2a8c12348380555e510d1e1b6e7de3 178943
http://www.seliganapolitica.org/resource/1e20dc2c0a392615dfd151b740138cd5 151208
http://www.seliganapolitica.org/resource/57c41ef21c00df4eafa73e73b5ecfe61 118594
http://www.seliganapolitica.org/resource/11f9b717dc005fcb712a52ee0417fa40 160659
http://www.seliganapolitica.org/resource/810c79be8397140899f4601970a523da 178899
http://www.seliganapolitica.org/resource/26935d8759f5c2e9bc613d6d2ee5578c 160536
http://www.seliganapolitica.org/resource/88d37f2042927958ccf5876896692a01 166402
http://www.seliganapolitica.org/resource/4c3a0f00a7fbf84332ea44a2da52dd8e 151965
http://www.seliganapolitica.org/resource/311c7f1fc8e8a4b8b810de3462fa1b8b 160628
http://www.seliganapolitica.org/resource/ac2fbf06a68ae08861c2b2c473423e14 73588
http://www.seliganapolitica.org/resource/4425601e0a568feefec112a136912b51 178984
http://www.seliganapolitica.org/resource/1bc33ea9e375b79aa993e22ed887705f 141507
http://www.seliganapolitica.org/resource/ff07c0bae83c39ebfe249147acf484b8 74277
http://www.seliganapolitica.org/resource/799d94699c9d8a873e31aec41d5dec0f 160660
http://www.seliganapolitica.org/resource/3ffae2dc8e0d44b78dcd292dfe6bcea8 74634
http://www.seliganapolitica.org/resource/7e9a64a82f8aa932220826ea4d56c0a8 178885
http://www.seliganapolitica.org/resource/04aa9dc70ca1be7a55abec486d9c4f78 141490
http://www.seliganapolitica.org/resource/35e6d568220831e252347905fa973553 76287
http://www.seliganapolitica.org/resource/11026fc69749c83006e546e00a9be42f 160663
http://www.seliganapolitica.org/resource/510ed63c5e9bc576f8afb11e7a698e21 178919
http://www.seliganapolitica.org/resource/1a1e93bb7615021b7289497c85bb5800 64960
http://www.seliganapolitica.org/resource/4a5d909831712832db0471108e377a22 74856
http://www.seliganapolitica.org/resource/3c64832030ebc2362a4085de84ee8d22 74688
http://www.seliganapolitica.org/resource/073e5bc96cc31b2abd9d0cd54737475a 74585
http://www.seliganapolitica.org/resource/0da6ce9a50001dfdc6ac318c1d62cbb1 160510
http://www.seliganapolitica.org/resource/e197001045d48a1fcf3a107205c8d6ee 73586
http://www.seliganapolitica.org/resource/034f31617165f6372b5a661b47ace134 74317
http://www.seliganapolitica.org/resource/060e404b5575573289795ffd4b6758ff 141482
http://www.seliganapolitica.org/resource/0cc358710869a4826e384deed8a1298f 94931
http://www.seliganapolitica.org/resource/0bb7142d09ba0bac056e48f188b9709a 178832
http://www.seliganapolitica.org/resource/b20401fcf0665b7aa80bf7adbd9579a0 74041
http://www.seliganapolitica.org/resource/1c331b867a18e1ba7b5305e771052cb4 74749
http://www.seliganapolitica.org/resource/d5719ef2d0e1961f697c066c704de96d 178956
http://www.seliganapolitica.org/resource/7359222244b5c2679a8818913b6e2431 178826
http://www.seliganapolitica.org/resource/ba22a03c5c5d9cac52fac5ccc65cf602 160633
http://www.seliganapolitica.org/resource/e08abbb462f90bacbdeebc171e7c6edd 178894
http://www.seliganapolitica.org/resource/d365b0d59e74749f7d0ce2082bd2303c 178886
http://www.seliganapolitica.org/resource/cda73e39f5a065ad9afb20900a857226 74050
http://www.seliganapolitica.org/resource/a2fcf8dc5b1824202d77ac178ece0c5e 178932
http://www.seliganapolitica.org/resource/64528dfffa37938544c595f5ba9ce394 74398
http://www.seliganapolitica.org/resource/a685155d95c632fd6f3eb3886b3ed8a9 196358
http://www.seliganapolitica.org/resource/20aa1a574af82fc05f4f1a63b7c5286b 179001
http://www.seliganapolitica.org/resource/0c143cc423f305a407035f99adeb9311 178982
http://www.seliganapolitica.org/resource/6b931693f956a323caef2c355cbb761b 74460
http://www.seliganapolitica.org/resource/262f5378e96b39202e55c2e4ed74dfef 178850
http://www.seliganapolitica.org/resource/afac7447b99191d53a51822a4290398a 160669
http://www.seliganapolitica.org/resource/cd899f2321f07182d7ada4fbfe26460d 74558
http://www.seliganapolitica.org/resource/e4330a2f737ec6e18104ab4dc98c6eb8 74351
http://www.seliganapolitica.org/resource/0c69965eaab980535b424bc52e40135c 178996
http://www.seliganapolitica.org/resource/19b7e704e26598f08c9184b31aeff8f3 194259
http://www.seliganapolitica.org/resource/8655814ad93c811de70a6278340fe563 73772
http://www.seliganapolitica.org/resource/a1a4e0cac6bbea6ed1032e68320e5007 160667
http://www.seliganapolitica.org/resource/ee250c18adbab5eeea5f8e7370500401 178980
http://www.seliganapolitica.org/resource/0520c9db58beae40163e62d169baaf09 4931
http://www.seliganapolitica.org/resource/d226d6f24870ca6ea150d419a06ce8db 178849
http://www.seliganapolitica.org/resource/bfc3a21b04486f1f0d7689a8515bc3d2 178970
http://www.seliganapolitica.org/resource/100005d24c826be0e1f52976aec76a09 74553
http://www.seliganapolitica.org/resource/5698034c757a41fed114b31a1f516df2 74270
http://www.seliganapolitica.org/resource/bcb329ffc9b79ced7f5075e11bd7bc59 178917
http://www.seliganapolitica.org/resource/b06a6a4ac784ae91f25fa8c7baf06c13 160570
http://www.seliganapolitica.org/resource/48e8d2be8346c694e1e45aab39816214 74395
http://www.seliganapolitica.org/resource/a4510d8c98e826dbff8ddadeee92c86e 160672
http://www.seliganapolitica.org/resource/bd8333f6c13dbe58b8770a87f4f595c5 73666
http://www.seliganapolitica.org/resource/93f13260ec8f61ebbad05c1e5e5a4dbe 160619
http://www.seliganapolitica.org/resource/5c3338b2ef7f33b30d4a13886acb9773 178964
http://www.seliganapolitica.org/resource/21cfe36551f480fe9a985d9e46593127 160572
http://www.seliganapolitica.org/resource/0917e4b2f68484bc096cf9c3c982fa1a 141458
http://www.seliganapolitica.org/resource/4df58729c582e3ed71c5ec12d1e355a9 160673
http://www.seliganapolitica.org/resource/50e64bca91f6d6cc5e785ec0fc75e78b 141389
http://www.seliganapolitica.org/resource/5216a0e2af23929c109a75a2b55c1d75 194262
http://www.seliganapolitica.org/resource/690887900e9febb3329a9305d0f4511d 178839
http://www.seliganapolitica.org/resource/ae758b3ef193ee48b2d34397e1e76283 178907
http://www.seliganapolitica.org/resource/2f5de77043318cb93f32389e3b8d647e 74141
http://www.seliganapolitica.org/resource/0e86aee1dcde259e51a01aed947c92a6 74388
http://www.seliganapolitica.org/resource/c33c51a0a46ba1d930c562ce330021f7 74366
http://www.seliganapolitica.org/resource/49fddfccb24d1ed9b3a7e36d70ad545c 73482
http://www.seliganapolitica.org/resource/7b666f6f22b66fdbe709c4cdcc8a3816 74383
