cam:dataFalecimento;cam:dataNascimento;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;slnp:resource_uri
;1946-04-26;74419;LUIZ GONZAGA PATRIOTA;GONZAGA PATRIOTA;b5a06a77-ee25-4f9b-a99a-1be347b47553
;1969-10-28;178872;GIVALDO VIEIRA DA SILVA;GIVALDO VIEIRA;f9325c76-87ec-4f27-9a53-fe4f13a31267
;1962-04-28;194259;GUILHERME CRUZ DE SOUZA COELHO;GUILHERME COELHO;24689a93-609f-48d6-822b-59b47c171844
;1957-01-14;178878;GIUSEPPE VECCI;GIUSEPPE VECCI;b09be9bc-b9d5-4657-855d-4b0352f1b507
;1957-10-14;74558;GIVALDO DE SÁ GOUVEIA;GIVALDO CARIMBÃO;fc8be6cd-4392-4c71-ae68-157f0b77216f
;1957-04-10;178996;GIOVANI BATISTA FELTES;GIOVANI FELTES;4e884a18-1409-4e50-b0f5-a90e9e441053
;1970-12-17;74383;FERNANDO LÚCIO GIACOBO;GIACOBO;c8007469-7783-447b-8c91-afd1f2a80798
;1956-07-09;74270;GILBERTO NASCIMENTO SILVA;GILBERTO NASCIMENTO;4660cf2c-9286-4687-83bf-cff70b3a6c4c
;1952-04-10;129618;MARIA GORETE PEREIRA;GORETE PEREIRA;9027259f-e3b5-4f0b-9a08-79bfda5828e5
;1972-03-30;178966;GEOVANIA DE SA RODRIGUES;GEOVANIA DE SÁ;9c277169-9b8b-4b2a-b9b6-7843b9f9da5e
;1983-06-06;129037;GABRIEL GUIMARÃES DE ANDRADE;GABRIEL GUIMARÃES;de2725ff-e1e7-4c64-8066-86e11e9fe9f7
;1955-04-20;74374;GERALDO RESENDE PEREIRA;GERALDO RESENDE;0d211f58-61f3-4ba6-855f-71477b0c450a
;1960-06-23;160673;GIOVANI CHERINI;GIOVANI CHERINI;9ac1a3b0-78d2-439a-950c-b8ae3cef8a9e
;1971-06-11;141441;GEORGE HILTON DOS SANTOS CECÍLIO;GEORGE HILTON;693cc36c-5c9b-42c2-bfae-e76858232c57
;1963-03-13;160669;GENECIAS MATEUS NORONHA;GENECIAS NORONHA;6b0d5938-41f1-4c69-ad1e-f0642b5c728b
;1971-11-13;178978;FLAVIO AUGUSTO DA SILVA;FLAVINHO;91894fa3-82f1-432b-a3a9-4de4da2385fb
;1968-12-28;160676;FERNANDO DANTAS TORRES;FERNANDO TORRES;1a91f188-e981-448e-b733-a5f75025f061
;1949-11-17;141434;FLAVIANO FLÁVIO BAPTISTA DE MELO;FLAVIANO MELO;18c7a3d5-b539-41d9-9187-77f159e23293
;1959-09-21;160677;FRANCISCO FLORIANO DE SOUSA SILVA;FRANCISCO FLORIANO;2c875c02-f6be-4159-af40-d348c47550e3
;1976-09-17;92699;FERNANDO MONTEIRO DE ALBUQUERQUE;FERNANDO MONTEIRO;e8b3ad0f-a9f5-4d11-990f-4a8b6ff397d9
;1952-06-23;163831;FERNANDO ANTÔNIO CECILIANO JORDÃO;FERNANDO JORDÃO;9838c4d2-623c-45a9-970c-71a881c07e16
;1973-04-04;186775;FRANKLIN ROBERTO DE LIMA SOUZA;FRANKLIN;90ee0f31-5e30-416a-b524-2105e92fe1d2
;1984-02-28;141431;FERNANDO BEZERRA DE SOUZA COELHO FILHO;FERNANDO COELHO FILHO;4741ed10-4393-4967-8922-77c90bdcec88
;1969-08-18;160587;FÁBIO RICARDO TRAD;FÁBIO TRAD;6c23d519-8090-411e-8aa2-605b21cf54f5
;1973-12-07;141429;FELIPE CATALÃO MAIA;FELIPE MAIA;3f8c9516-7cae-42b7-9b1e-3b2f495b3f37
;1956-07-31;73481;FERNANDO STEPHAN MARRONI;FERNANDO MARRONI;88c627b9-416b-4274-b918-0df57e525694
;1969-04-26;160598;FLÁVIA CARREIRO ALBUQUERQUE MORAIS;FLÁVIA MORAIS;48ced01a-b618-4314-8231-acf12757148c
;1978-12-26;141430;FELIPE LEONE BORNIER DE OLIVEIRA;FELIPE BORNIER;dc1d858b-f31c-4fd2-bdc7-4edb537eee14
;1975-04-16;72442;FELIPE AUGUSTO LYRA CARRERAS;FELIPE CARRERAS;4b1e3baa-2862-4408-93be-fb932e55c0fe
;1982-09-11;178877;FABIO FERNANDES DE SOUSA;FÁBIO SOUSA;60ca1f38-b961-4c81-b00f-d76d5aed1a7e
;1963-11-29;160666;FELIX DE ALMEIDA MENDONÇA JÚNIOR;FÉLIX MENDONÇA JÚNIOR;edf32f6c-c39c-4331-8ba6-51d49a59b801
;1961-12-22;141427;FÁBIO AUGUSTO RAMALHO DOS SANTOS;FÁBIO RAMALHO;2d752cc2-d443-4768-b752-33678868fa17
;1977-04-15;171623;FABIO DE ALMEIDA REIS;FABIO REIS;f23c1d52-1aa8-4099-98f9-bb9d6465561f
;1955-02-25;178941;EZEQUIEL CORTAZ TEIXEIRA;EZEQUIEL TEIXEIRA;f84ecb6c-e92c-4882-9843-003051be682e
;1977-06-29;178905;FABIO PAULINO GARCIA;FABIO GARCIA;94d0868b-83d0-4d6b-83ad-6f0b829b5f5e
;1974-08-25;146829;FABIANO TAQUES HORTA;FABIANO HORTA;706fd0ee-b568-448e-84bd-bc42c668a39e
;1988-10-05;178953;EXPEDITO GONCALVES FERREIRA NETTO;EXPEDITO NETTO;cd17c3fd-0140-461d-b5ee-efd2affd5b5f
;1977-02-24;178969;FABIO CRUZ MITIDIERI;FÁBIO MITIDIERI;70a94318-a254-4d66-9585-f539f30f75fb
;1963-10-28;178904;EZEQUIEL ANGELO FONSECA;EZEQUIEL FONSECA;76563ffb-1923-4029-92e2-36fefbfd0663
;1977-09-01;141428;FÁBIO SALUSTINO MESQUITA DE FARIA;FÁBIO FARIA;b050ba0b-d604-4203-b521-2d01191979df
;1973-03-03;178930;EVANDRO ROGERIO ROMAN;EVANDRO ROMAN;d8891d3f-e9d9-4172-8b22-972834935e79
;1977-02-27;178883;ELIZIANE PEREIRA GAMA MELO;ELIZIANE GAMA;235f6d78-3cac-4f32-a074-8bbe87207b93
;1971-05-20;160640;EROS FERREIRA BIONDINI;EROS BIONDINI;52953156-f626-447a-bee1-4f78daa430e0
;1980-09-11;178828;EVANDRO HERRERA BERTONE GUSSI;EVANDRO GUSSI;2f76bf90-84ad-4159-a2ce-2067408c9f61
;1957-08-15;160575;ÉRIKA JUCÁ KOKAY;ERIKA KOKAY;e2d14a77-be39-4120-901d-0e8b757d6f2b
;1961-03-27;132504;ENIO JOSÉ VERRI;ENIO VERRI;2faf0164-5bb5-4015-a25d-6543e85806fb
;1965-01-29;99654;ERIVELTON LIMA SANTANA;ERIVELTON SANTANA;35f4f858-1c3c-4cd4-a010-1a31e81c2696
;1970-07-06;178854;ELMAR JOSE VIEIRA NASCIMENTO;ELMAR NASCIMENTO;6661deb9-1281-4b24-833f-11bb9895e63a
;1976-01-13;160532;ADRIANO ELI CORRÊA;ELI CORRÊA FILHO;5daa2f11-b281-4441-bb1d-3c2dcb5d4ebf
;1972-10-17;141421;EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA;EDUARDO DA FONTE;aa96eebd-e753-4585-90c4-d0b724e46eca
;1944-10-05;74075;ELCIONE THEREZINHA ZAHLUTH BARBALHO;ELCIONE BARBALHO;e8e945cc-2db7-4e30-8a09-73307aab294c
;1979-03-18;141422;EFRAIM DE ARAÚJO MORAIS FILHO;EFRAIM FILHO;6c56046c-8be2-4b6b-95eb-9ec825ef558c
;1958-09-29;74173;EDUARDO COSENTINO DA CUNHA;EDUARDO CUNHA;c6ce70f7-7478-4fe5-b287-d24d98fba485
;1963-09-19;178977;EDUARDO PEDROSA CURY;EDUARDO CURY;cbd6d9e3-8e13-4d83-92bf-83160bbe4b83
;1950-03-06;73793;EDSON BEZ DE OLIVEIRA;EDINHO BEZ;0b216403-8aaf-4957-8c99-127003b9a9ea
;1952-01-04;141417;ÉDIO VIEIRA LOPES;EDIO LOPES;dbef1c04-8972-4b34-a5b9-c47d9f68f56d
;1963-12-15;178994;DULCE FERREIRA PAGANI MIRANDA;DULCE MIRANDA;a34661ca-182a-4bc2-9342-e145b58789ee
;1949-07-30;73447;EDSON EDINHO COELHO ARAÚJO;EDINHO ARAÚJO;6d8fb083-db6f-4d94-8820-ab7924396630
;1964-05-16;141385;ANTONIO DUARTE NOGUEIRA JÚNIOR;DUARTE NOGUEIRA;fbd253f5-d926-4af8-ad55-125ca1d1ba31
;1959-09-26;160578;EDMAR DE SOUZA ARRUDA;EDMAR ARRUDA;eb090a25-6a31-48ba-b8ea-5220c919c4ce
;1982-01-24;181316;ELIZEU DIONIZIO SOUZA DA SILVA;ELIZEU DIONIZIO;8a742c5a-a714-4684-9d48-fcedd24b9f03
;1952-06-03;160643;JORGE SILVA;DR. JORGE SILVA;5c5b3dfb-f0a7-482b-b0a0-86863c98bdd7
;1951-02-23;178830;SINVAL MALHEIROS PINTO JÚNIOR;DR. SINVAL MALHEIROS;ae83be0e-d75c-4a5d-87b0-3830b6643664
;1984-10-10;178929;DIEGO ALEXSANDER GONCALO PAULA GARCIA;DIEGO GARCIA;c4befed6-2e1d-4bd7-9356-9c011f971a98
;1950-08-05;178940;JOAO FERREIRA NETO;DR. JOÃO;32044dd4-a5ad-4841-8bd8-beb13d9a60c5
;1957-03-25;160758;DOMINGOS SÁVIO CAMPOS RESENDE;DOMINGOS SÁVIO;a643c0d9-e2bb-4b8c-b601-2654298e26bf
;1977-08-08;160588;DIEGO LEONARDO DE ANDRADE CARVALHO;DIEGO ANDRADE;29ef5845-b89a-4ca7-b54d-bc02bd3e363e
;1973-05-23;160599;DIMAS FABIANO TOLEDO JÚNIOR;DIMAS FABIANO;9d717d97-50eb-4d60-8822-afc707217b38
;1988-04-29;143632;DOMINGOS GOMES DE AGUIAR NETO;DOMINGOS NETO;13dffb43-6f8d-4239-82d7-38f69c147851
;1962-11-28;164359;WALDIR SOARES DE OLIVEIRA;DELEGADO WALDIR;ac3c1968-0b32-496d-b03d-0d6d5d2a8b84
;1960-10-01;141413;DÉCIO NERY DE LIMA;DÉCIO LIMA;ce85b56a-9722-4b14-8393-5d5bb40bc4dd
;1960-12-14;178908;EDER MAURO CARDOSO BARRA;DELEGADO ÉDER MAURO;491a964d-a944-4656-ae75-a294f714c026
;1959-08-28;74172;WANDERLEY ALVES DE OLIVEIRA;DELEY;90885038-66ec-4ba7-8b80-d5f414fd1307
;1970-03-26;160646;FERNANDO DESTITO FRANCISCHINI;DELEGADO FRANCISCHINI;2e226de9-b80f-4104-9bc4-160ca3721ab2
;1974-06-18;196357;DEJORGE PATRICIO DA SILVA;DEJORGE PATRÍCIO;f44dbc68-46e8-466b-93dc-0eb5b4d2a7f9
;1960-11-07;101309;DAVIDSON DE MAGALHÃES SANTOS;DAVIDSON MAGALHÃES;2f501697-a2c1-4ea3-a318-58f18fd98d47
;1959-04-16;178893;EDSON MOREIRA DA SILVA;DELEGADO EDSON MOREIRA;09b672a8-be3a-4828-abeb-b8bd682ea3c3
;1962-12-09;185500;DEOCLIDES ANTONIO SANTOS NETO MACEDO;DEOCLIDES MACEDO;0c92b854-41ff-4d55-939c-518298453448
;1955-01-21;74060;DANIEL GOMES DE ALMEIDA;DANIEL ALMEIDA;22f2ad04-c5a4-4f2d-a8fa-d52344db1ac7
;1976-11-22;141412;DAVI ALVES SILVA JÚNIOR;DAVI ALVES SILVA JÚNIOR;4dcc5a3d-2493-4198-9a31-7cfc32fd2388
;1947-04-02;73891;DARCÍSIO PAULO PERONDI;DARCÍSIO PERONDI;cf160719-9c00-4827-9161-d6acc6c45ea4
;1955-07-21;141411;DAGOBERTO NOGUEIRA FILHO;DAGOBERTO NOGUEIRA;9fb63854-5755-4446-823c-d09644debdc5
;1952-04-28;74467;DAMIÃO FELICIANO DA SILVA;DAMIÃO FELICIANO;532176c6-ae13-4b60-ae57-7074fd82984f
;1952-12-02;178892;DAMINA DE CARVALHO PEREIRA;DÂMINA PEREIRA;061b939a-63fd-4174-9f63-60a062afb15a
;1966-01-01;178848;MARIA DA CONCEICAO SAMPAIO MOURA;CONCEIÇÃO SAMPAIO;d563a712-4b1f-41d2-8c67-3eb06055b247
;1973-12-21;93472;CRISTIANE BRASIL FRANCISCO;CRISTIANE BRASIL;a65562c9-24fe-4d3b-adc0-754db6fc8b05
;1963-12-01;74537;CLÁUDIO CAJADO SAMPAIO;CLAUDIO CAJADO;1dcaedca-d8b1-4e86-a430-901a9c505cd4
;1987-07-25;178963;LUIS ANTONIO FRANCISCATTO COVATTI;COVATTI FILHO;adf5a62f-917c-48f8-87cd-135c2a5dc40b
;1972-05-10;141408;CLEBER VERDE CORDEIRO MENDES;CLEBER VERDE;ec192e8c-5ba5-45c1-be66-7081079ad815
;1939-08-13;141440;FRANCISCO LOPES DA SILVA;CHICO LOPES;d118837d-12bb-4b37-a264-e4facc1a4f58
;1982-07-02;178939;CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA;CLARISSA GAROTINHO;a37694df-ab76-46fd-bdc5-8b8625cb2525
;1953-02-11;141439;FRANCISCO JOSÉ D'ANGELO PINTO;CHICO D'ANGELO;8c1d008f-1cf7-497a-9369-fe01cc80a8ba
;1957-11-08;73720;César Antonio de Souza;CESAR SOUZA;19eaff28-3ded-4e14-a944-af29bfe76b3a
;1960-02-23;178928;CHRISTIANE DE SOUZA YARED;CHRISTIANE DE SOUZA YARED;64418218-4c81-4a5b-a2f2-d871695b118a
;1958-07-05;178838;CARLOS CESAR CORREIA DE MESSIAS;CÉSAR MESSIAS;e126580c-d055-4d70-b9c9-0c0a5c1e4731
;1949-10-19;74171;FRANCISCO RODRIGUES DE ALENCAR FILHO;CHICO ALENCAR;957eeb8d-3576-4cfb-9ac6-13b1a1bf50ce
;1954-03-10;160576;CESAR HANNA HALUM;CÉSAR HALUM;470ad20c-360c-4cdf-91e4-8818873c5299
;1956-08-20;73441;CELSO UBIRAJARA RUSSOMANNO;CELSO RUSSOMANNO;c37e9887-d01e-4160-bb6d-6219d6364f41
;1963-10-10;72912;CELSO PANSERA;CELSO PANSERA;c2fa1de0-3de1-4a78-bfb4-e9892a7bfd82
;1973-04-18;160552;DANRLEI DE DEUS HINTERHOLZ;DANRLEI DE DEUS HINTERHOLZ;87f9454d-a219-4adc-887d-259bb99bd30b
;1953-08-30;141405;CELSO MALDANER;CELSO MALDANER;ab8c3b74-4d53-4026-95a1-e26b2b052370
;1962-10-06;164360;CARMEN EMÍLIA BONFÁ ZANOTTO;CARMEN ZANOTTO;933133f2-2590-4396-a332-158f0a7fd841
;1959-09-19;178876;CELIO ANTONIO DA SILVEIRA;CÉLIO SILVEIRA;bcb371e8-0fc6-46cd-8b68-c5d034272463
;1957-01-19;73568;CELSO ALENCAR RAMOS JACOB;CELSO JACOB;fb0e038c-ccc4-48e0-bcbb-1e1cf8626435
;1972-06-13;178962;ANTONIO CARLOS GOMES DA SILVA;CARLOS GOMES;3b2fc188-dcd8-4c6d-8087-81b7957ecf69
;1940-04-23;74474;CARLOS EDUARDO CINTRA DA COSTA PEREIRA;CARLOS EDUARDO CADOCA;5865051e-5f41-489f-936d-392ffaef3b7c
;1964-09-26;178958;CARLOS AUGUSTO ANDRADE SILVA;CARLOS ANDRADE;810e2551-42d3-4b83-bf66-90a83b4d49ad
;1972-12-31;178924;FABIO ABREU COSTA;CAPITÃO FÁBIO ABREU;badbf483-2dd5-43e5-b046-4f5a2a3779b4
;1966-10-04;178829;JOSE AUGUSTO ROSA;CAPITÃO AUGUSTO;be6ba8f2-2ee4-4ba1-be69-b95aea615561
;1959-06-08;141398;CARLOS ALBERTO ROLIM ZARATTINI;CARLOS ZARATTINI;7f41dea1-3c10-4ce6-b6d1-0ec6b28e9de0
;1936-07-10;194258;CLEUZA PEREIRA DO NASCIMENTO;CREUZA PEREIRA;f8fd57e7-1938-4cc7-b1b6-027ce3157bf2
;1986-08-21;178891;CAIO NARCIO RODRIGUES DA SILVEIRA;CAIO NARCIO;e3cfe928-06f4-4c8b-a46a-bc248baf9237
;1954-09-23;178853;LUIZ CARLOS CAETANO;CAETANO;899ec03c-b0aa-4693-b0d6-f9563c4fb7d3
;1965-11-16;194261;CAJAR ONESIMO RIBEIRO NARDES;CAJAR NARDES;7137a096-45f6-4c0a-89c0-df1111192c8c
;1989-08-21;178999;BRUNIELE FERREIRA GOMES;BRUNNY;4904cfcc-3201-4641-bdc6-5e6693c7b001
;1983-04-28;160589;BRUNA DIAS FURLAN;BRUNA FURLAN;41ec398d-d5cc-4d2a-974b-23ea75f4b666
;1930-05-14;74650;BONIFÁCIO JOSÉ TAMM DE ANDRADA;BONIFÁCIO DE ANDRADA;651a6cf6-626e-4469-9af6-374c86a6efdd
;1982-02-01;178948;CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO;BETO ROSADO;ed0ba42c-c88a-44cc-8d72-11deca3cc87e
;1962-02-05;160538;ELVINO JOSÉ BOHN GASS;BOHN GASS;c9dd22f4-a949-4dc6-a0c3-ea6bdf58584d
;1974-02-12;178906;ROBERTO SALAME FILHO;BETO SALAME;bbf9b3c5-0ae3-4ded-a7c8-37eb556c34f3
;1963-06-08;141513;OLAVO BILAC PINTO NETO;BILAC PINTO;58f54abb-4d96-4584-a106-315194f07d33
;1972-03-15;141394;BRUNO CAVALCANTI DE ARAÚJO;BRUNO ARAÚJO;f37f28b2-5516-44a2-a66c-8a9e85f0af7d
;1975-04-27;178915;HEBERTE LAMARCK GOMES DA SILVA;BETINHO GOMES;a1ea6431-b96f-41a4-b703-6714fd46f750
;1948-08-29;74535;BENITO DA GAMA SANTOS;BENITO GAMA;9cad7a0c-14e0-402a-9a5e-255bedb9f9da
;1942-04-26;73701;BENEDITA SOUZA DA SILVA SAMPAIO;BENEDITA DA SILVA;9f043e06-b534-4348-bb54-924da092c732
;1971-11-30;74040;BENJAMIN GOMES MARANHÃO NETO;BENJAMIN MARANHÃO;b715d17d-c3a3-4ac0-b57e-435aae8e6ce3
;1951-07-07;73437;PAULO ROBERTO GOMES MANSUR;BETO MANSUR;a6c6411c-f4ae-4041-bf9c-53563d66a24e
;1962-06-09;178834;ADALBERTO SOUZA GALVÃO;BEBETO;2c55c020-8a83-4034-91ba-2373f300d91b
;1972-06-09;178975;LUIZ FELIPE BALEIA TENUTO ROSSI;BALEIA ROSSI;0484739c-4501-4bfd-b135-2068e6e13b45
;1957-07-09;69871;JOAO CARLOS BACELAR BATISTA;BACELAR;51ff6020-11f3-46ba-b752-48ac34de85c1
;1979-02-17;160512;AUREO LIDIO MOREIRA RIBEIRO;AUREO;8863bcff-bb80-4703-97a9-26bd3a49f2e9
;1941-11-04;141401;CARLOS GOMES BEZERRA;CARLOS BEZERRA;58c215be-9043-4664-9729-88c15aeae274
;1962-10-22;160665;AUGUSTO RODRIGUES COUTINHO DE MELO;AUGUSTO COUTINHO ;12fc091a-6836-4708-a8f3-2b4262da1b00
;1953-07-27;73655;AUGUSTO SILVEIRA DE CARVALHO;AUGUSTO CARVALHO;9ed926fe-7d7f-443c-ac39-a0b820ae4cf8
;1950-09-28;74052;JOÃO BOSCO DA COSTA;BOSCO COSTA;9a3109a4-720a-4eb6-af7b-0b9e7b8bc4d1
;1974-06-24;193165;ATILA ALEXANDRE NUNES PEREIRA;ÁTILA A. NUNES;fb3a1677-ec5b-470f-b9af-3f989c5d63b2
;1979-10-01;178847;ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO;ARTHUR VIRGÍLIO BISNETO;b6f9f7cc-0830-43e6-b221-bb93f49301bb
;1962-09-14;160581;ASSIS FLÁVIO DA SILVA MELO;ASSIS MELO;eabc1659-3af6-48f2-992a-c8170c2ed216
;1947-04-07;74459;ÁTILA FREITAS LIRA;ÁTILA LIRA;779321a2-c1bf-45f6-b924-44579cf31534
;1950-11-22;74090;ÁTILA SIDNEY LINS ALBUQUERQUE;ÁTILA LINS;c120c6c5-f9f6-453c-8b32-0b41a3944545
;1964-08-17;160600;ARTHUR DE OLIVEIRA MAIA DA SILVA;ARTHUR OLIVEIRA MAIA;516d6725-6f21-4b50-9cfe-d0f96068bf24
;1961-09-09;159237;FRANCISCO DE ASSIS CARVALHO GONÇALVES;ASSIS CARVALHO;fba73252-efa6-42ea-8deb-8814e4ca045e
;1937-03-11;74833;AROLDE DE OLIVEIRA;AROLDE DE OLIVEIRA;79d19612-2eb2-4c4f-b889-de31d901cc49
;1958-11-30;160602;ARNALDO JORDY FIGUEIREDO;ARNALDO JORDY;de06436e-b542-4e0c-ae46-b330a989326c
;1955-05-08;141391;ARNALDO CALIL PEREIRA JARDIM;ARNALDO JARDIM;882eccc7-1b37-4b79-a865-c66fc77eae5e
;1949-12-24;73433;ARLINDO CHIGNALIA JUNIOR;ARLINDO CHINAGLIA;3ad51ec7-67bc-4936-9fce-ff1f7e4bee82
;1938-10-11;74103;FRANCISCO ARIOSTO HOLANDA;ARIOSTO HOLANDA;68055b96-ea10-46cd-847a-dae113abd13e
;1948-03-12;160530;ANTONIO JOSÉ IMBASSAHY DA SILVA;ANTONIO IMBASSAHY;60163117-c00b-4dc0-8b71-ef05fee193c1
;1962-05-26;178950;ANTONIO JACOME DE LIMA JUNIOR;ANTÔNIO JÁCOME;d8c48799-a140-4ade-8e34-41d786404d3c
;1945-12-30;73434;ARNALDO FARIA DE SÁ;ARNALDO FARIA DE SÁ;a5b421ff-5a68-4e15-ad0b-3bc7f467119d
;1963-12-24;178974;ANDRES NAVARRO SANCHEZ;ANDRES SANCHEZ;a1541a32-5a58-4727-b09a-fceec641c088
;1989-08-27;178882;ANDRE LUIZ CARVALHO RIBEIRO;ANDRÉ FUFUCA;c847237c-fde9-4a7b-8457-a7c318948313
;1946-06-13;73584;ANTONIO CARLOS DE MENDES THAME;ANTONIO CARLOS MENDES THAME;fccb2032-ac27-4cb1-8baf-dfd5ac60cf86
;1969-06-25;160541;ARTHUR CÉSAR PEREIRA DE LIRA;ARTHUR LIRA;e70d3ae0-6450-4586-9585-1a8a22276377
;1972-02-23;160543;ANDRÉ LUIS DANTAS FERREIRA;ANDRE MOURA;12b60beb-6603-41a2-89cb-a40110286b4c
;1966-11-10;133439;ANDRÉ PEIXOTO FIGUEIREDO LIMA;ANDRÉ FIGUEIREDO;aeb6708c-3cdb-43a8-8338-c43d338df900
;1972-12-10;160551;ANDERSON FERREIRA RODRIGUES;ANDERSON FERREIRA;fd69ca2e-540c-4dc0-9449-fb2aaa417f0a
;1970-11-10;178831;ANDRE DOS SANTOS ABDON;ANDRÉ ABDON;54cfb1df-2ff1-495a-99ca-79386e63440a
;1961-07-22;74471;ANDRÉ CARLOS ALVES DE PAULA FILHO;ANDRÉ DE PAULA;bac4e022-cd17-4488-8042-87657f878e69
;1968-09-13;178937;ALTINEU CÔRTES FREITAS COUTINHO;ALTINEU CÔRTES;bd71ff1e-6f70-4c2b-85b1-d7ac102e7100
;1951-08-13;74291;JOSÉ ARNON CRUZ BEZERRA DE MENEZES;ARNON BEZERRA;686ab621-1839-4a6e-a69a-51978086c49f
;1990-07-26;195143;ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO;ANDRÉ AMARAL;f0faefe8-613a-457e-9f7a-80ee47f7fc05
;1952-05-05;178846;ALFREDO PEREIRA DO NASCIMENTO;ALFREDO NASCIMENTO;79af7558-25d0-49ef-94b2-650a59bfc218
;1989-02-26;178927;ALIEL MACHADO BARK;ALIEL MACHADO;40ad512f-7442-45cc-9121-0da7fd3f33cb
;1959-05-16;74057;ALICE MAZZUCO PORTUGAL;ALICE PORTUGAL;1370bac3-4776-454f-a8ba-c9c205badcc9
;1975-11-29;178833;ALEXANDRE AUGUSTUS SERFIOTIS;ALEXANDRE SERFIOTIS;2e0a6d49-4d9e-4637-a924-10b7bdf388c6
;1989-04-18;160545;ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;7feddbf1-cd2b-427f-9092-661ded7b7b18
;1955-11-07;141454;JACOB ALFREDO STOFFELS KAEFER;ALFREDO KAEFER;238a2445-ec97-4f40-9e14-e8c7196528ca
;1979-08-22;178972;ALEX SPINELLI MANENTE;ALEX MANENTE;6ef8349d-bbc8-4ebf-bf86-782ad5112b41
;1964-06-11;73458;ALEX CANZIANI SILVEIRA;ALEX CANZIANI;5ac757ec-9bfb-4fab-9636-a988b2131ddd
;1980-07-21;178875;ALEXANDRE BALDY DE SANT'ANNA BRAGA;ALEXANDRE BALDY;f1e3510c-95b2-41d3-8740-e4cf60441dbb
;1954-06-04;160559;ALCEU MOREIRA DA SILVA;ALCEU MOREIRA;770e19d6-ed26-42fa-905a-d7add3e2b100
;1963-08-22;178973;ANA LUCIA LIPPAUS PERUGINI;ANA PERUGINI;5754846c-ffa6-4c5e-b6d9-2fa72c032b04
;1973-04-07;178936;ALEXANDRE VALLE CARDOSO;ALEXANDRE VALLE;90a1634d-3c2c-429f-a2dc-bfbffc6cd265
;1971-10-28;160511;ALESSANDRO LUCCIOLA MOLON;ALESSANDRO MOLON;10f03ca6-7c37-492f-8b8d-2df753ddc9bf
;1956-06-02;73579;JOÃO ALBERTO FRAGA SILVA;ALBERTO FRAGA;8bd0c743-0854-4a10-9a97-7cf0586eda91
